rule,feature_a,value_a,feature_b,value_b,support,support_rate,fraud_count,fraud_rate,global_fraud_rate,fraud_rate_diff,lift,order,strength,business_interpretation
card_entry_mode=CHIP AND auth_result=CVV_PASS,card_entry_mode,CHIP,auth_result,CVV_PASS,2103,0.02103,60,0.028530670470756064,0.02549,0.003040670470756065,1.1192887591508853,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=POS_TERMINAL AND merchant_country=TH,payment_channel,POS_TERMINAL,merchant_country,TH,701,0.00701,20,0.028530670470756064,0.02549,0.003040670470756065,1.1192887591508853,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=API_SERVER AND card_entry_mode=QR_CODE,payment_channel,API_SERVER,card_entry_mode,QR_CODE,2352,0.02352,67,0.02848639455782313,0.02549,0.002996394557823131,1.1175517676666586,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=SMART_WATCH AND merchant_country=PH,payment_channel,SMART_WATCH,merchant_country,PH,703,0.00703,20,0.02844950213371266,0.02549,0.0029595021337126617,1.116104438356715,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
auth_result=3DS_FAIL AND pin_verif_method=OFFLINE_PIN,auth_result,3DS_FAIL,pin_verif_method,OFFLINE_PIN,3096,0.03096,88,0.028423772609819122,0.02549,0.0029337726098191234,1.1150950415778393,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=API_SERVER AND merchant_country=AE,payment_channel,API_SERVER,merchant_country,AE,739,0.00739,21,0.028416779431664412,0.02549,0.0029267794316644134,1.1148206917090786,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=IVR_PHONE AND merchant_country=CA,payment_channel,IVR_PHONE,merchant_country,CA,705,0.00705,20,0.028368794326241134,0.02549,0.0028787943262411353,1.1129381846308801,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=IVR_PHONE AND merchant_country=KR,payment_channel,IVR_PHONE,merchant_country,KR,706,0.00706,20,0.028328611898016998,0.02549,0.002838611898016999,1.1113617849359356,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
card_entry_mode=CHIP AND auth_result=AVS_PASS,card_entry_mode,CHIP,auth_result,AVS_PASS,2084,0.02084,59,0.02831094049904031,0.02549,0.00282094049904031,1.1106685170278663,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=SMART_WATCH AND card_entry_mode=TOKEN_IN_APP,payment_channel,SMART_WATCH,card_entry_mode,TOKEN_IN_APP,2440,0.0244,69,0.028278688524590163,0.02549,0.002788688524590164,1.1094032375280567,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=API_SERVER AND merchant_country=CN,payment_channel,API_SERVER,merchant_country,CN,672,0.00672,19,0.028273809523809524,0.02549,0.002783809523809525,1.1092118291019821,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
day_name=Sunday AND payment_channel=API_SERVER,day_name,Sunday,payment_channel,API_SERVER,2091,0.02091,59,0.028216164514586323,0.02549,0.0027261645145863246,1.106950353651876,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_present=False AND payment_channel=SMART_WATCH,card_present,False,payment_channel,SMART_WATCH,9325,0.09325,263,0.028203753351206434,0.02549,0.0027137533512064348,1.1064634504200248,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=CONTACTLESS AND auth_result=3DS_FAIL,card_entry_mode,CONTACTLESS,auth_result,3DS_FAIL,2098,0.02098,59,0.028122020972354625,0.02549,0.002632020972354626,1.1032570016616174,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=API_SERVER AND term_location=KIOSK,payment_channel,API_SERVER,term_location,KIOSK,2068,0.02068,58,0.02804642166344294,0.02549,0.0025564216634429426,1.1002911598055294,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border=False AND merchant_country=ZA,cross_border,False,merchant_country,ZA,4066,0.04066,114,0.028037383177570093,0.02549,0.0025473831775700943,1.0999365703244446,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
payment_channel=API_SERVER AND merchant_country=IN,payment_channel,API_SERVER,merchant_country,IN,678,0.00678,19,0.028023598820058997,0.02549,0.002533598820058998,1.099395795216124,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=SMART_WATCH AND merchant_country=AE,payment_channel,SMART_WATCH,merchant_country,AE,750,0.0075,21,0.028,0.02549,0.002510000000000002,1.0984699882306788,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
card_entry_mode=CHIP AND auth_result=3DS_PASS,card_entry_mode,CHIP,auth_result,3DS_PASS,2143,0.02143,60,0.027998133457769483,0.02549,0.0025081334577694847,1.0983967617798935,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
tokenised=True AND payment_channel=SMART_WATCH,tokenised,True,payment_channel,SMART_WATCH,6537,0.06537,183,0.02799449288664525,0.02549,0.002504492886645251,1.098253938275608,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=MOBILE_APP AND merchant_country=DE,payment_channel,MOBILE_APP,merchant_country,DE,751,0.00751,21,0.02796271637816245,0.02549,0.0024727163781624525,1.0970073118149255,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
auth_result=3DS_FAIL AND pin_verif_method=NONE,auth_result,3DS_FAIL,pin_verif_method,NONE,3076,0.03076,86,0.027958387516254877,0.02549,0.002468387516254878,1.0968374859260446,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=MOBILE_APP AND merchant_country=ID,payment_channel,MOBILE_APP,merchant_country,ID,682,0.00682,19,0.02785923753665689,0.02549,0.0023692375366568923,1.0929477260359706,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
cross_border=False AND merchant_country=PH,cross_border,False,merchant_country,PH,3880,0.0388,108,0.027835051546391754,0.02549,0.0023450515463917555,1.0919988837344745,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
time_period=morning AND payment_channel=ATM,time_period,morning,payment_channel,ATM,3558,0.03558,99,0.02782462057335582,0.02549,0.00233462057335582,1.0915896654906168,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=CHIP AND auth_result=3DS_FAIL,card_entry_mode,CHIP,auth_result,3DS_FAIL,2053,0.02053,57,0.027764247442766683,0.02549,0.0022742474427666845,1.0892211629174846,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border=False AND merchant_country=CA,cross_border,False,merchant_country,CA,3893,0.03893,108,0.027742101207295145,0.02549,0.0022521012072951457,1.0883523423811357,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
payment_channel=API_SERVER AND merchant_country=ID,payment_channel,API_SERVER,merchant_country,ID,721,0.00721,20,0.027739251040221916,0.02549,0.002249251040221917,1.0882405272743003,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=MOBILE_APP AND merchant_country=KR,payment_channel,MOBILE_APP,merchant_country,KR,722,0.00722,20,0.027700831024930747,0.02549,0.0022108310249307483,1.086733268926275,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=MOBILE_APP AND term_location=WEARABLE_PAY,payment_channel,MOBILE_APP,term_location,WEARABLE_PAY,2029,0.02029,56,0.02759980285855101,0.02549,0.0021098028585510124,1.0827698257571994,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Tuesday AND payment_channel=SMART_WATCH,day_name,Tuesday,payment_channel,SMART_WATCH,2139,0.02139,59,0.02758298270219729,0.02549,0.00209298270219729,1.0821099530089169,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
time_period=night AND payment_channel=IVR_PHONE,time_period,night,payment_channel,IVR_PHONE,3482,0.03482,96,0.027570361860999426,0.02549,0.0020803618609994273,1.0816148238916998,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
time_period=evening AND payment_channel=SMART_WATCH,time_period,evening,payment_channel,SMART_WATCH,2361,0.02361,65,0.027530707327403644,0.02549,0.002040707327403645,1.0800591340684051,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Thursday AND payment_channel=API_SERVER,day_name,Thursday,payment_channel,API_SERVER,2036,0.02036,56,0.0275049115913556,0.02549,0.002014911591355601,1.0790471397157946,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=API_SERVER AND merchant_country=BR,payment_channel,API_SERVER,merchant_country,BR,800,0.008,22,0.0275,0.02549,0.0020100000000000014,1.0788544527265596,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
cross_border=False AND merchant_country=GB,cross_border,False,merchant_country,GB,4040,0.0404,111,0.027475247524752475,0.02549,0.0019852475247524766,1.0778833866124942,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
cross_border=False AND merchant_country=KR,cross_border,False,merchant_country,KR,4040,0.0404,111,0.027475247524752475,0.02549,0.0019852475247524766,1.0778833866124942,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
payment_channel=API_SERVER AND term_location=MOBILE_APP,payment_channel,API_SERVER,term_location,MOBILE_APP,2002,0.02002,55,0.027472527472527472,0.02549,0.0019825274725274733,1.077776676050509,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=MANUAL_KEYED AND auth_result=CVV_PASS,card_entry_mode,MANUAL_KEYED,auth_result,CVV_PASS,2149,0.02149,59,0.027454630060493253,0.02549,0.0019646300604932547,1.0770745414081309,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=API_SERVER AND merchant_country=GB,payment_channel,API_SERVER,merchant_country,GB,730,0.0073,20,0.0273972602739726,0.02549,0.0019072602739726024,1.0748238632394116,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=SMART_WATCH AND term_location=POS_TERMINAL,payment_channel,SMART_WATCH,term_location,POS_TERMINAL,2049,0.02049,56,0.027330405075646658,0.02549,0.001840405075646659,1.0722010622066167,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
tokenised=False AND payment_channel=API_SERVER,tokenised,False,payment_channel,API_SERVER,7941,0.07941,217,0.027326533182218865,0.02549,0.0018365331822188663,1.0720491636806146,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
time_period=night AND payment_channel=ATM,time_period,night,payment_channel,ATM,3514,0.03514,96,0.02731929425156517,0.02549,0.0018292942515651701,1.0717651726781157,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=ATM AND term_location=ONLINE_PORTAL,payment_channel,ATM,term_location,ONLINE_PORTAL,2014,0.02014,55,0.02730883813306852,0.02549,0.0018188381330685212,1.0713549679509031,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=SMART_WATCH AND merchant_country=BR,payment_channel,SMART_WATCH,merchant_country,BR,734,0.00734,20,0.027247956403269755,0.02549,0.0017579564032697559,1.0689665124860634,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
auth_result=AVS_PASS AND pin_verif_method=OFFLINE_PIN,auth_result,AVS_PASS,pin_verif_method,OFFLINE_PIN,3090,0.0309,84,0.027184466019417475,0.02549,0.0016944660194174767,1.0664757167288144,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=ATM AND merchant_country=AU,payment_channel,ATM,merchant_country,AU,736,0.00736,20,0.02717391304347826,0.02549,0.0016839130434782613,1.0660617121803948,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
card_entry_mode=TOKEN_IN_APP AND auth_result=CVV_PASS,card_entry_mode,TOKEN_IN_APP,auth_result,CVV_PASS,2099,0.02099,57,0.027155788470700333,0.02549,0.0016657884707003343,1.06535066577875,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
auth_result=AVS_PASS AND pin_verif_method=ONLINE_PIN,auth_result,AVS_PASS,pin_verif_method,ONLINE_PIN,3205,0.03205,87,0.027145085803432136,0.02549,0.0016550858034321374,1.0649307886791737,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=WEB_BROWSER AND merchant_country=KR,payment_channel,WEB_BROWSER,merchant_country,KR,737,0.00737,20,0.027137042062415198,0.02549,0.0016470420624151993,1.0646152241041664,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
card_entry_mode=MANUAL_KEYED AND auth_result=3DS_PASS,card_entry_mode,MANUAL_KEYED,auth_result,3DS_PASS,2067,0.02067,56,0.027092404450895016,0.02549,0.0016024044508950175,1.06286404279698,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=MOBILE_APP AND card_entry_mode=MAGSTRIPE,payment_channel,MOBILE_APP,card_entry_mode,MAGSTRIPE,2404,0.02404,65,0.027038269550748752,0.02549,0.0015482695507487536,1.060740272685318,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=ATM AND card_entry_mode=CONTACTLESS,payment_channel,ATM,card_entry_mode,CONTACTLESS,2405,0.02405,65,0.02702702702702703,0.02549,0.0015370270270270298,1.0602992164388791,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=QR_CODE AND auth_result=BIOMETRIC_FAIL,card_entry_mode,QR_CODE,auth_result,BIOMETRIC_FAIL,2037,0.02037,55,0.027000490918016692,0.02549,0.0015104909180166937,1.0592581764620124,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=MANUAL_KEYED AND auth_result=3DS_FAIL,card_entry_mode,MANUAL_KEYED,auth_result,3DS_FAIL,2000,0.02,54,0.027,0.02549,0.001510000000000001,1.0592389172224401,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=IVR_PHONE AND term_location=MOBILE_APP,payment_channel,IVR_PHONE,term_location,MOBILE_APP,2001,0.02001,54,0.026986506746626688,0.02549,0.0014965067466266892,1.0587095624412197,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
auth_result=BIOMETRIC_PASS AND pin_verif_method=SIGNATURE,auth_result,BIOMETRIC_PASS,pin_verif_method,SIGNATURE,3150,0.0315,85,0.026984126984126985,0.02549,0.0014941269841269866,1.058616201809611,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=ATM AND term_location=WEARABLE_PAY,payment_channel,ATM,term_location,WEARABLE_PAY,1968,0.01968,53,0.02693089430894309,0.02549,0.0014408943089430915,1.0565278269495133,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border=False AND merchant_country=MY,cross_border,False,merchant_country,MY,4011,0.04011,108,0.02692595362752431,0.02549,0.0014359536275243105,1.056333998725944,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
payment_channel=IVR_PHONE AND term_location=WEARABLE_PAY,payment_channel,IVR_PHONE,term_location,WEARABLE_PAY,2007,0.02007,54,0.026905829596412557,0.02549,0.0014158295964125586,1.055544511432427,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=POS_TERMINAL AND merchant_country=DE,payment_channel,POS_TERMINAL,merchant_country,DE,744,0.00744,20,0.026881720430107527,0.02549,0.0013917204301075285,1.0545986830171648,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=IVR_PHONE AND merchant_country=PH,payment_channel,IVR_PHONE,merchant_country,PH,707,0.00707,19,0.026874115983026876,0.02549,0.001384115983026877,1.0543003524137653,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
cross_border=True AND merchant_country=MY,cross_border,True,merchant_country,MY,968,0.00968,26,0.026859504132231406,0.02549,0.001369504132231407,1.0537271138576465,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
auth_result=BIOMETRIC_FAIL AND pin_verif_method=SIGNATURE,auth_result,BIOMETRIC_FAIL,pin_verif_method,SIGNATURE,3093,0.03093,83,0.026834788231490464,0.02549,0.0013447882314904652,1.052757482600646,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_present=False AND payment_channel=API_SERVER,card_present,False,payment_channel,API_SERVER,9441,0.09441,253,0.0267980086855206,0.02549,0.0013080086855206015,1.0513145816210514,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
time_period=morning AND payment_channel=MOBILE_APP,time_period,morning,payment_channel,MOBILE_APP,3583,0.03583,96,0.026793190064192018,0.02549,0.001303190064192019,1.051125541945548,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
time_period=night AND payment_channel=MOBILE_APP,time_period,night,payment_channel,MOBILE_APP,3584,0.03584,96,0.026785714285714284,0.02549,0.0012957142857142855,1.0508322591492463,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=CONTACTLESS AND auth_result=CVV_FAIL,card_entry_mode,CONTACTLESS,auth_result,CVV_FAIL,2057,0.02057,55,0.026737967914438502,0.02549,0.0012479679144385032,1.0489591178673403,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=IVR_PHONE AND term_location=ONLINE_PORTAL,payment_channel,IVR_PHONE,term_location,ONLINE_PORTAL,2020,0.0202,54,0.026732673267326732,0.02549,0.0012426732673267334,1.048751403190535,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
auth_result=AVS_FAIL AND pin_verif_method=SIGNATURE,auth_result,AVS_FAIL,pin_verif_method,SIGNATURE,3181,0.03181,85,0.02672115686890915,0.02549,0.00123115686890915,1.0482996025464555,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Thursday AND payment_channel=SMART_WATCH,day_name,Thursday,payment_channel,SMART_WATCH,2022,0.02022,54,0.026706231454005934,0.02549,0.0012162314540059352,1.04771406253456,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border=False AND merchant_country=DE,cross_border,False,merchant_country,DE,3972,0.03972,106,0.026686807653575024,0.02549,0.001196807653575025,1.0469520460406052,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
payment_channel=ATM AND merchant_country=MY,payment_channel,ATM,merchant_country,MY,675,0.00675,18,0.02666666666666667,0.02549,0.0011766666666666696,1.0461618935530275,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
tokenised=False AND payment_channel=IVR_PHONE,tokenised,False,payment_channel,IVR_PHONE,7779,0.07779,207,0.026610104126494408,0.02549,0.001120104126494409,1.0439428845231231,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Sunday AND payment_channel=SMART_WATCH,day_name,Sunday,payment_channel,SMART_WATCH,2067,0.02067,55,0.026608611514271893,0.02549,0.0011186115142718944,1.043884327747034,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
tokenised=False AND payment_channel=ATM,tokenised,False,payment_channel,ATM,7818,0.07818,208,0.02660526988999744,0.02549,0.0011152698899974424,1.04375323224784,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=SMART_WATCH AND term_location=CALL_CENTER,payment_channel,SMART_WATCH,term_location,CALL_CENTER,2105,0.02105,56,0.02660332541567696,0.02549,0.00111332541567696,1.0436769484376995,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=WEB_BROWSER AND term_location=WEARABLE_PAY,payment_channel,WEB_BROWSER,term_location,WEARABLE_PAY,2030,0.0203,54,0.026600985221674877,0.02549,0.0011109852216748782,1.0435851401206309,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Sunday AND payment_channel=ATM,day_name,Sunday,payment_channel,ATM,2069,0.02069,55,0.026582890285161913,0.02549,0.001092890285161914,1.042875256381401,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=POS_TERMINAL AND card_entry_mode=CHIP,payment_channel,POS_TERMINAL,card_entry_mode,CHIP,2446,0.02446,65,0.026573998364677023,0.02549,0.001083998364677024,1.0425264168174588,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=SMART_WATCH AND card_entry_mode=QR_CODE,payment_channel,SMART_WATCH,card_entry_mode,QR_CODE,2412,0.02412,64,0.026533996683250415,0.02549,0.0010439966832504165,1.0409571080129625,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_present=False AND payment_channel=MOBILE_APP,card_present,False,payment_channel,MOBILE_APP,9234,0.09234,245,0.026532380333549925,0.02549,0.0010423803335499263,1.0408936968830884,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=IVR_PHONE AND card_entry_mode=MANUAL_KEYED,payment_channel,IVR_PHONE,card_entry_mode,MANUAL_KEYED,2337,0.02337,62,0.026529738981600343,0.02549,0.0010397389816003445,1.0407900738171967,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Sunday AND payment_channel=WEB_BROWSER,day_name,Sunday,payment_channel,WEB_BROWSER,2111,0.02111,56,0.026527711984841308,0.02549,0.0010377119848413094,1.0407105525634095,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border=False AND merchant_country=ID,cross_border,False,merchant_country,ID,3959,0.03959,105,0.026521848951755495,0.02549,0.0010318489517554957,1.0404805394960963,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
