currency,payment_channel,merchant_country,mcc,card_present,card_entry_mode,auth_result,pin_verif_method,tokenised,recurring_flag,cross_border,auth_characteristics,message_type,term_location,day_name,time_period,ip_score_bin,ip_score_risk_group,decline_rate_risk_group,credit_util_risk_group,txn_count_7d_group,txn_velocity_group,night_ratio_group,amount_to_mean_group,amount_to_max_group,night_unusual_group,high_ip_high_amount_flag,high_decline_high_amount_flag,private_ip_high_score_flag,high_velocity_high_amount_flag,low_mcc_entropy_x_low_night_ratio,low_mcc_entropy_x_high_max_amount_30d,low_mcc_entropy_x_card_not_present,low_night_ratio_x_high_max_amount_30d,cross_border_x_low_country_diversity,high_ip_score_x_card_not_present,amount,mean_amount_30d,std_amount_30d,max_amount_30d,night_ratio_30d,mcc_entropy_30d,distinct_merchants_7d,distinct_countries_30d,device_diversity_30d,decline_rate_30d,chargebacks_365d,credit_util_today,ip_score,txn_count_7d,txn_count_30d,txn_count_ratio_7d_30d,hour,amount_to_mean_30d,amount_to_max_30d,night_unusual_score,fraud
KRW,SMART_WATCH,BR,3310,False,MAGSTRIPE,3DS_FAIL,NONE,False,RECURRING_SUBSCRIPTION,False,CRYPTOGRAM_PRESENT,0100-AuthReq,WEARABLE_PAY,Friday,afternoon,medium,medium,medium,high,gt_20,low,high,extreme,much_above_max,not_night,0,0,0,0,0,0,0,0,0,0,162236.03,5.33,2.46,63387.57,0.668,3.167,117,3,5,0.159,0,0.803,0.3471,74.0,271.0,0.27205882352941174,17,25629.70458135861,2.559389334701824,0.0,0
USD,POS_TERMINAL,MY,3141,False,MAGSTRIPE,3DS_FAIL,OFFLINE_PIN,True,MOTO_MAIL,False,CRYPTOGRAM_PRESENT,0510-AdviceRsp,POS_TERMINAL,Sunday,morning,low,low,low,very_high,gt_20,very_low,low,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,198128.21,7.93,1.25,162209.75,0.28,1.748,116,2,30,0.026,0,1.395,0.1253,30.0,277.0,0.1079136690647482,8,22186.809630459127,1.2214246589698894,0.0,0
EUR,MOBILE_APP,BR,4869,True,TOKEN_IN_APP,AVS_FAIL,OFFLINE_PIN,False,SINGLE_PURCHASE,True,FORCE_POST,0400-Reversal,KIOSK,Sunday,evening,medium,medium,medium,high,11_20,very_low,medium,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,172390.6,5.59,1.49,126819.87,0.546,1.865,98,11,28,0.213,0,0.835,0.2633,11.0,390.0,0.028132992327365727,19,26159.423368740518,1.3593235876713352,0.0,0
USD,IVR_PHONE,PH,4672,False,MANUAL_KEYED,3DS_FAIL,SIGNATURE,True,MOTO_PHONE,False,CRYPTOGRAM_PRESENT,0100-AuthReq,MOBILE_APP,Tuesday,morning,medium,medium,medium,very_high,gt_20,low,medium,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,134198.55,5.69,1.81,99017.67,0.538,2.78,62,17,4,0.104,0,0.909,0.2772,71.0,299.0,0.23666666666666666,9,20059.573991031386,1.3552853214449354,0.0,0
USD,WEB_BROWSER,BR,7074,True,CHIP,3DS_FAIL,SIGNATURE,False,MOTO_PHONE,False,E_COMMERCE,0500-Advice,KIOSK,Monday,morning,medium,medium,medium,very_high,gt_20,low,high,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,7507.1,6.01,1.91,15622.67,0.81,1.644,64,22,29,0.243,0,1.756,0.4594,66.0,138.0,0.4748201438848921,7,1070.9129814550643,0.48049529975991556,0.0,0
CHF,API_SERVER,GB,5390,False,MANUAL_KEYED,AVS_FAIL,OFFLINE_PIN,False,RECURRING_SUBSCRIPTION,True,CARD_PRESENT,0420-RepeatRev,KIOSK,Sunday,morning,low,low,medium,very_high,gt_20,low,high,extreme,near_max,not_night,0,0,0,0,0,0,0,0,0,0,122254.29,5.28,2.36,204172.01,0.645,2.02,96,25,31,0.269,0,1.607,0.0953,95.0,448.0,0.21158129175946547,9,19467.243630573248,0.5987779187856416,0.0,0
USD,WEB_BROWSER,TH,4339,False,QR_CODE,BIOMETRIC_FAIL,OFFLINE_PIN,True,RECURRING_SUBSCRIPTION,True,MOBILE_TOKEN,0100-AuthReq,WEARABLE_PAY,Wednesday,late_evening,low,low,medium,very_high,gt_20,low,high,extreme,below_half_max,low,0,0,0,0,0,0,0,0,0,0,88206.6,8.4,1.9,227139.37,0.806,3.737,18,20,27,0.137,0,1.629,0.1081,21.0,94.0,0.22105263157894736,23,9383.68085106383,0.3883351955444997,0.19399999999999995,0
CHF,WEB_BROWSER,TH,3045,False,CHIP,BIOMETRIC_PASS,ONLINE_PIN,False,MOTO_MAIL,False,CRYPTOGRAM_PRESENT,0420-RepeatRev,BRANCH_COUNTER,Sunday,night,low,low,medium,low,6_10,very_low,high,extreme,below_half_max,low,0,0,0,0,0,0,0,0,0,0,26989.56,5.51,2.51,117668.69,0.933,1.222,3,24,8,0.139,4,0.101,0.1013,6.0,482.0,0.012422360248447204,1,4145.861751152074,0.22936713779053894,0.06699999999999995,0
GBP,API_SERVER,TH,5045,True,CHIP,3DS_FAIL,SIGNATURE,False,INSTALLMENT_PLAN,False,MOBILE_TOKEN,0400-Reversal,WEARABLE_PAY,Wednesday,night,medium,medium,medium,very_high,11_20,very_low,high,extreme,near_max,low,0,0,0,0,0,1,0,0,0,0,144920.13,10.23,1.22,230164.2,0.825,0.144,18,2,24,0.161,0,1.773,0.2455,13.0,208.0,0.06220095693779904,1,12904.73107747106,0.6296352793558714,0.17500000000000004,1
EUR,API_SERVER,US,5654,False,QR_CODE,BIOMETRIC_PASS,OFFLINE_PIN,True,MOTO_PHONE,True,FORCE_POST,0400-Reversal,KIOSK,Monday,night,medium,medium,medium,medium,gt_20,medium,low,extreme,much_above_max,high,0,0,0,0,0,0,0,0,1,0,105355.8,10.85,1.18,27366.6,0.172,1.915,17,3,20,0.199,0,0.399,0.4463,96.0,188.0,0.5079365079365079,3,8890.784810126583,3.84965433578392,0.8280000000000001,0
EUR,POS_TERMINAL,AU,3335,True,MANUAL_KEYED,CVV_PASS,ONLINE_PIN,True,MOTO_MAIL,True,CRYPTOGRAM_PRESENT,0420-RepeatRev,KIOSK,Thursday,night,medium,medium,medium,very_high,gt_20,very_low,high,extreme,above_max,low,0,0,0,0,0,0,0,0,0,0,143295.94,8.42,1.11,77313.39,0.859,3.876,72,10,15,0.238,0,1.857,0.433,76.0,448.0,0.16926503340757237,3,15211.88322717622,1.8534187490840968,0.14100000000000001,0
VND,IVR_PHONE,ID,4424,True,TOKEN_IN_APP,BIOMETRIC_PASS,OFFLINE_PIN,False,MOTO_PHONE,False,CRYPTOGRAM_PRESENT,0210-FinRsp,ONLINE_PORTAL,Thursday,evening,low,low,low,very_high,gt_20,low,very_low,extreme,much_above_max,not_night,0,0,0,0,0,0,0,0,0,0,100733.65,6.72,2.64,48669.45,0.028,1.657,39,12,17,0.073,0,1.422,0.1576,49.0,183.0,0.266304347826087,18,13048.400259067357,2.069708621966717,0.0,0
EUR,WEB_BROWSER,US,7896,False,MANUAL_KEYED,3DS_PASS,ONLINE_PIN,True,RECURRING_SUBSCRIPTION,False,FORCE_POST,0200-FinReq,CALL_CENTER,Tuesday,evening,medium,medium,medium,high,gt_20,very_low,high,extreme,near_max,not_night,0,0,0,0,0,0,0,0,0,0,138594.18,22.24,2.78,149493.63,0.872,2.533,72,3,17,0.206,0,0.62,0.3598,23.0,400.0,0.057356608478802994,21,5963.604991394148,0.9270846718708223,0.0,0
THB,IVR_PHONE,GB,5744,False,MANUAL_KEYED,BIOMETRIC_FAIL,NONE,False,MOTO_MAIL,False,E_COMMERCE,0420-RepeatRev,KIOSK,Saturday,afternoon,medium,medium,medium,very_high,gt_20,medium,high,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,172117.71,5.88,4.07,168706.45,0.608,3.236,22,8,30,0.174,0,1.787,0.2787,48.0,69.0,0.6857142857142857,17,25017.109011627905,1.0202140450821822,0.0,0
CHF,MOBILE_APP,CA,4238,True,CHIP,BIOMETRIC_FAIL,NONE,True,MOTO_MAIL,True,FALLBACK_MAG,0400-Reversal,MOBILE_APP,Thursday,late_evening,medium,medium,medium,high,gt_20,very_low,medium,extreme,much_above_max,medium,0,0,0,0,0,0,0,0,0,0,177042.83,6.26,3.24,66458.67,0.44,0.359,35,18,3,0.132,0,0.793,0.2568,39.0,304.0,0.12786885245901639,22,24386.06473829201,2.6639137690572343,0.56,0
USD,ATM,CN,7365,False,TOKEN_IN_APP,CVV_FAIL,ONLINE_PIN,False,SINGLE_PURCHASE,False,CRYPTOGRAM_PRESENT,0110-AuthRsp,BRANCH_COUNTER,Sunday,night,low,low,low,very_high,2_5,very_low,low,extreme,near_max,high,0,0,0,0,0,0,0,0,0,0,138086.22,5.02,1.93,207617.76,0.282,0.76,111,14,23,0.07,0,1.77,0.0766,3.0,339.0,0.008823529411764706,4,22937.910299003324,0.665095100269359,0.718,0
USD,MOBILE_APP,IN,7765,False,TOKEN_IN_APP,AVS_PASS,SIGNATURE,True,MOTO_MAIL,True,FALLBACK_MAG,0100-AuthReq,ONLINE_PORTAL,Sunday,night,medium,medium,medium,very_high,gt_20,very_low,medium,extreme,below_half_max,medium,0,0,0,0,0,0,0,0,0,0,82175.6,28.48,1.12,231104.14,0.577,3.855,80,17,35,0.159,0,1.269,0.3752,46.0,234.0,0.19574468085106383,2,2787.503392130258,0.35557668687074634,0.42300000000000004,0
EUR,POS_TERMINAL,BR,3096,True,CHIP,BIOMETRIC_FAIL,OFFLINE_PIN,False,RECURRING_SUBSCRIPTION,False,FALLBACK_MAG,0100-AuthReq,MOBILE_APP,Monday,morning,high,high,medium,very_high,gt_20,very_low,medium,extreme,extreme,not_night,0,0,0,0,0,0,0,0,0,0,178125.85,7.41,1.09,4484.83,0.309,2.271,24,21,15,0.215,0,1.056,0.5751,32.0,458.0,0.06971677559912855,7,21180.24375743163,39.70856006580722,0.0,0
USD,MOBILE_APP,US,4641,False,MAGSTRIPE,CVV_PASS,ONLINE_PIN,True,SINGLE_PURCHASE,False,CARD_PRESENT,0420-RepeatRev,BRANCH_COUNTER,Saturday,night,medium,medium,medium,very_high,gt_20,low,low,extreme,above_max,high,0,0,0,0,0,0,1,0,0,0,159410.51,6.61,2.16,147853.61,0.13,0.234,34,25,4,0.126,0,1.351,0.3401,63.0,303.0,0.20723684210526316,3,20947.504599211563,1.0781571842771762,0.87,0
USD,IVR_PHONE,ID,4168,False,CHIP,3DS_FAIL,NONE,False,INSTALLMENT_PLAN,False,FORCE_POST,0110-AuthRsp,POS_TERMINAL,Friday,afternoon,high,high,medium,very_high,0_1,very_low,very_low,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,1,16322.99,7.01,9.26,40106.44,0.048,2.087,24,15,31,0.23,0,1.924,0.6966,0.0,1.0,0.0,12,2037.8264669163545,0.40698159742930484,0.0,0
JPY,POS_TERMINAL,IN,4979,True,MAGSTRIPE,CVV_PASS,ONLINE_PIN,False,RECURRING_SUBSCRIPTION,False,E_COMMERCE,0510-AdviceRsp,KIOSK,Monday,morning,medium,medium,medium,very_high,6_10,very_low,high,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,167211.77,11.7,2.29,110762.39,0.654,0.534,46,6,38,0.246,3,1.786,0.353,9.0,472.0,0.019027484143763214,8,13166.281102362205,1.5096303029367375,0.0,0
INR,ATM,FR,7287,False,TOKEN_IN_APP,BIOMETRIC_PASS,SIGNATURE,True,MOTO_MAIL,False,CRYPTOGRAM_PRESENT,0110-AuthRsp,BRANCH_COUNTER,Saturday,morning,low,low,medium,low,gt_20,very_low,very_low,extreme,near_max,not_night,0,0,0,0,0,0,0,1,0,0,151105.15,6.38,1.8,249176.27,0.072,1.866,103,6,37,0.166,0,0.198,0.1968,47.0,333.0,0.1407185628742515,10,20474.952574525745,0.606416267422787,0.0,0
EUR,API_SERVER,KR,5395,False,MANUAL_KEYED,BIOMETRIC_FAIL,NONE,True,SINGLE_PURCHASE,False,FORCE_POST,0210-FinRsp,CALL_CENTER,Friday,afternoon,high,high,medium,very_high,gt_20,medium,medium,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,1,90391.34,9.77,3.68,193870.39,0.545,0.728,59,5,22,0.152,3,1.757,0.5669,98.0,130.0,0.7480916030534351,15,8392.882079851439,0.46624383308955486,0.0,0
EUR,SMART_WATCH,JP,5062,False,MAGSTRIPE,BIOMETRIC_PASS,ONLINE_PIN,False,SINGLE_PURCHASE,True,FALLBACK_MAG,0420-RepeatRev,WEARABLE_PAY,Thursday,late_evening,medium,medium,medium,very_high,gt_20,low,high,extreme,near_max,low,0,0,0,0,0,0,0,0,0,0,79487.46,6.99,2.3,142015.84,0.703,0.947,34,10,40,0.13,0,1.731,0.2567,62.0,216.0,0.2857142857142857,23,9948.367959949937,0.5597044688503139,0.29700000000000004,0
CAD,ATM,FR,5170,False,QR_CODE,BIOMETRIC_FAIL,OFFLINE_PIN,False,RECURRING_SUBSCRIPTION,False,CARD_PRESENT,0110-AuthRsp,MOBILE_APP,Thursday,evening,medium,medium,medium,very_high,gt_20,medium,high,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,66718.97,7.09,1.51,64834.3,0.916,3.104,101,7,22,0.13,0,1.375,0.213,81.0,127.0,0.6328125,20,8247.091470951793,1.0290531546857962,0.0,0
EUR,API_SERVER,SG,3054,False,MAGSTRIPE,BIOMETRIC_FAIL,ONLINE_PIN,False,RECURRING_SUBSCRIPTION,False,MOBILE_TOKEN,0400-Reversal,MOBILE_APP,Tuesday,afternoon,medium,medium,medium,very_high,11_20,low,high,extreme,near_max,not_night,0,0,0,0,0,0,0,0,0,0,181590.44,8.03,4.14,228170.59,0.856,1.447,67,9,40,0.137,0,1.12,0.2911,16.0,73.0,0.21621621621621623,15,20109.68327796235,0.7958503510450183,0.0,0
USD,SMART_WATCH,DE,7398,True,MAGSTRIPE,BIOMETRIC_FAIL,SIGNATURE,True,MOTO_MAIL,False,MOBILE_TOKEN,0210-FinRsp,KIOSK,Sunday,evening,medium,medium,medium,very_high,2_5,very_low,low,extreme,much_above_max,not_night,0,0,0,0,0,0,0,0,0,0,74051.79,5.19,2.29,29762.4,0.255,1.821,63,19,1,0.282,9,1.713,0.2084,3.0,415.0,0.007211538461538462,19,11963.132471728593,2.4880151461190585,0.0,0
USD,IVR_PHONE,CA,7991,False,MANUAL_KEYED,AVS_FAIL,NONE,False,SINGLE_PURCHASE,False,CRYPTOGRAM_PRESENT,0200-FinReq,BRANCH_COUNTER,Saturday,morning,low,low,medium,high,11_20,low,high,extreme,much_above_max,not_night,0,0,0,0,0,0,0,0,0,0,130896.47,5.26,1.34,26655.03,0.995,0.434,72,19,7,0.15,0,0.66,0.136,17.0,67.0,0.25,6,20909.979233226837,4.910576331134082,0.0,1
USD,SMART_WATCH,ZA,3229,False,MAGSTRIPE,3DS_PASS,NONE,False,MOTO_MAIL,False,FORCE_POST,0420-RepeatRev,MOBILE_APP,Thursday,morning,medium,medium,medium,very_high,11_20,very_low,high,extreme,above_max,not_night,0,0,0,0,0,0,1,0,0,0,53367.89,10.4,1.08,41539.09,0.668,0.125,6,21,27,0.18,0,1.942,0.4225,14.0,212.0,0.06572769953051644,11,4681.3938596491225,1.2847321707776753,0.0,0
USD,POS_TERMINAL,JP,3215,False,QR_CODE,3DS_FAIL,NONE,False,SINGLE_PURCHASE,False,CRYPTOGRAM_PRESENT,0200-FinReq,MOBILE_APP,Friday,night,medium,medium,low,low,gt_20,very_low,medium,extreme,much_above_max,medium,0,0,0,0,0,0,0,0,0,0,69740.03,5.23,1.9,18780.58,0.479,0.656,9,8,26,0.08,3,0.092,0.3911,44.0,261.0,0.16793893129770993,3,11194.22632423756,3.7132142237234564,0.521,0
INR,IVR_PHONE,ID,5570,True,CONTACTLESS,3DS_PASS,OFFLINE_PIN,True,INSTALLMENT_PLAN,False,CRYPTOGRAM_PRESENT,0210-FinRsp,BRANCH_COUNTER,Saturday,night,low,low,medium,high,gt_20,low,high,extreme,near_max,low,0,0,0,0,0,0,0,0,0,0,55125.44,5.52,1.71,67010.59,0.972,0.658,4,10,3,0.162,0,0.696,0.1934,65.0,159.0,0.40625,5,8454.822085889571,0.8226254592675686,0.028000000000000025,0
EUR,POS_TERMINAL,PH,5456,False,CHIP,BIOMETRIC_PASS,NONE,False,INSTALLMENT_PLAN,True,FALLBACK_MAG,0200-FinReq,ONLINE_PORTAL,Thursday,morning,medium,medium,medium,very_high,2_5,very_low,medium,extreme,much_above_max,not_night,0,0,0,0,0,0,0,0,0,0,105756.38,5.75,6.32,38074.11,0.556,1.527,51,8,13,0.106,1,1.407,0.2856,3.0,34.0,0.08571428571428572,7,15667.611851851852,2.7775725401712563,0.0,0
EUR,IVR_PHONE,US,7755,False,TOKEN_IN_APP,AVS_FAIL,SIGNATURE,True,MOTO_MAIL,False,FALLBACK_MAG,0420-RepeatRev,WEARABLE_PAY,Tuesday,morning,low,low,low,high,6_10,very_low,high,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,40182.17,6.02,2.32,34904.93,0.655,2.539,76,11,33,0.088,0,0.764,0.1363,7.0,491.0,0.014227642276422764,10,5723.95584045584,1.1511559783681453,0.0,0
KRW,ATM,AE,3251,False,QR_CODE,3DS_PASS,OFFLINE_PIN,False,MOTO_PHONE,False,CARD_PRESENT,0510-AdviceRsp,WEARABLE_PAY,Sunday,afternoon,medium,medium,medium,very_high,gt_20,low,high,extreme,near_max,not_night,0,0,0,0,0,0,0,0,0,0,98742.48,6.05,6.69,166198.24,0.77,2.234,48,3,1,0.19,0,1.386,0.2694,25.0,84.0,0.29411764705882354,17,14006.025531914893,0.5941211283517301,0.0,0
USD,SMART_WATCH,BR,3003,True,TOKEN_IN_APP,3DS_PASS,ONLINE_PIN,True,RECURRING_SUBSCRIPTION,False,CRYPTOGRAM_PRESENT,0100-AuthReq,CALL_CENTER,Friday,afternoon,medium,medium,high,medium,gt_20,very_low,medium,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,171032.78,5.2,1.85,137594.71,0.496,0.906,22,8,39,0.35,0,0.416,0.3363,35.0,232.0,0.15021459227467812,17,27585.932258064517,1.2430095385968065,0.0,0
USD,IVR_PHONE,ID,3263,False,CONTACTLESS,3DS_FAIL,NONE,True,SINGLE_PURCHASE,False,CRYPTOGRAM_PRESENT,0510-AdviceRsp,CALL_CENTER,Wednesday,afternoon,medium,medium,low,low,gt_20,low,very_low,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,27268.49,5.43,1.41,148736.25,0.057,3.351,117,18,15,0.081,0,0.242,0.2346,68.0,157.0,0.43037974683544306,16,4240.822706065319,0.18333329411428545,0.0,0
USD,POS_TERMINAL,JP,7220,False,MAGSTRIPE,CVV_FAIL,NONE,True,MOTO_MAIL,False,CRYPTOGRAM_PRESENT,0110-AuthRsp,POS_TERMINAL,Sunday,morning,high,high,medium,very_high,gt_20,very_low,medium,extreme,extreme,not_night,0,0,0,0,0,0,0,0,0,1,40266.76,5.75,1.55,1291.05,0.542,2.889,56,15,35,0.153,0,1.68,0.55,30.0,395.0,0.07575757575757576,7,5965.4459259259265,31.165016833713867,0.0,0
GBP,WEB_BROWSER,KR,3337,True,MAGSTRIPE,CVV_FAIL,SIGNATURE,True,SINGLE_PURCHASE,False,FORCE_POST,0110-AuthRsp,POS_TERMINAL,Saturday,afternoon,medium,medium,medium,very_high,gt_20,very_low,low,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,105577.67,36.93,3.9,81151.2,0.142,3.183,114,13,13,0.277,0,0.919,0.4335,87.0,451.0,0.19247787610619468,12,2783.4872132876353,1.300983460707165,0.0,0
USD,MOBILE_APP,TH,7619,False,QR_CODE,3DS_PASS,NONE,False,MOTO_MAIL,False,E_COMMERCE,0100-AuthReq,KIOSK,Friday,afternoon,low,low,medium,very_high,gt_20,very_low,medium,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,77886.92,5.76,1.04,168933.65,0.411,3.491,42,4,29,0.27,0,0.905,0.1691,67.0,335.0,0.19940476190476192,15,11521.733727810652,0.46104762995631743,0.0,0
GBP,API_SERVER,MY,5386,False,QR_CODE,AVS_PASS,ONLINE_PIN,False,RECURRING_SUBSCRIPTION,False,CARD_PRESENT,0400-Reversal,MOBILE_APP,Monday,morning,low,low,medium,medium,gt_20,very_low,high,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,0,184071.44,5.82,1.19,128535.82,0.772,3.148,95,16,7,0.22,0,0.497,0.1868,62.0,497.0,0.12449799196787148,6,26989.947214076245,1.4320522321930789,0.0,0
USD,MOBILE_APP,BR,4818,False,TOKEN_IN_APP,CVV_PASS,ONLINE_PIN,True,RECURRING_SUBSCRIPTION,False,E_COMMERCE,0100-AuthReq,WEARABLE_PAY,Sunday,late_evening,medium,medium,low,very_high,gt_20,low,high,extreme,below_half_max,low,0,0,0,0,0,0,0,0,0,0,8628.02,6.51,4.15,199548.97,0.953,3.017,111,9,23,0.096,0,1.956,0.454,63.0,267.0,0.23507462686567165,23,1148.8708388814914,0.0432373906144912,0.04700000000000004,0
USD,MOBILE_APP,BR,7240,False,MAGSTRIPE,3DS_FAIL,NONE,True,SINGLE_PURCHASE,False,CARD_PRESENT,0210-FinRsp,CALL_CENTER,Thursday,morning,medium,medium,medium,medium,gt_20,very_low,medium,extreme,much_above_max,not_night,0,0,0,0,0,0,1,0,0,0,110997.24,7.87,5.7,52201.53,0.565,0.296,31,16,38,0.254,4,0.401,0.2944,46.0,239.0,0.19166666666666668,9,12513.781285231114,2.126280852671317,0.0,0
USD,SMART_WATCH,PH,3118,True,MAGSTRIPE,CVV_FAIL,ONLINE_PIN,False,RECURRING_SUBSCRIPTION,True,E_COMMERCE,0420-RepeatRev,MOBILE_APP,Tuesday,morning,low,low,medium,very_high,gt_20,low,low,extreme,near_max,not_night,0,0,0,0,0,0,0,0,1,0,142813.29,5.03,1.18,215936.69,0.143,3.917,14,2,38,0.238,0,1.651,0.1968,94.0,320.0,0.29283489096573206,6,23683.7960199005,0.6613634238654679,0.0,0
USD,API_SERVER,CA,4122,False,QR_CODE,3DS_PASS,NONE,False,SINGLE_PURCHASE,False,FORCE_POST,0110-AuthRsp,WEARABLE_PAY,Wednesday,morning,high,high,medium,high,gt_20,low,medium,extreme,above_max,not_night,0,0,0,0,0,0,0,0,0,1,185858.34,5.82,1.3,153979.34,0.507,0.85,19,2,12,0.115,0,0.805,0.5677,69.0,253.0,0.27165354330708663,9,27251.956011730203,1.2070264294779451,0.0,0
THB,MOBILE_APP,GB,7045,False,MANUAL_KEYED,AVS_FAIL,ONLINE_PIN,True,SINGLE_PURCHASE,False,CRYPTOGRAM_PRESENT,0500-Advice,WEARABLE_PAY,Saturday,night,medium,medium,medium,very_high,gt_20,low,medium,extreme,near_max,medium,0,0,0,0,0,0,0,0,0,0,111784.58,7.34,2.82,219932.45,0.537,2.488,57,18,28,0.126,0,1.458,0.3814,79.0,208.0,0.37799043062200954,1,13403.42685851319,0.5082654775796951,0.46299999999999997,0
EUR,ATM,FR,4431,False,MAGSTRIPE,BIOMETRIC_FAIL,NONE,True,MOTO_PHONE,False,CRYPTOGRAM_PRESENT,0210-FinRsp,MOBILE_APP,Sunday,night,medium,medium,medium,high,gt_20,low,medium,extreme,below_half_max,medium,0,0,0,0,0,0,0,0,0,0,36988.39,5.18,6.68,207128.99,0.45,0.663,27,21,34,0.189,0,0.732,0.2656,60.0,204.0,0.2926829268292683,1,5985.1763754045305,0.1785757340112844,0.55,0
GBP,WEB_BROWSER,AU,3170,False,CHIP,3DS_PASS,NONE,False,RECURRING_SUBSCRIPTION,False,FALLBACK_MAG,0510-AdviceRsp,CALL_CENTER,Tuesday,morning,medium,medium,medium,high,gt_20,low,medium,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,833.06,6.34,1.41,32095.37,0.343,0.962,102,7,15,0.18,0,0.762,0.2713,23.0,46.0,0.48936170212765956,10,113.49591280653951,0.025954960015727634,0.0,0
JPY,WEB_BROWSER,GB,5476,False,CONTACTLESS,CVV_PASS,NONE,False,RECURRING_SUBSCRIPTION,False,CARD_PRESENT,0510-AdviceRsp,CALL_CENTER,Wednesday,afternoon,medium,medium,high,very_high,gt_20,medium,low,extreme,much_above_max,not_night,0,0,0,0,0,0,0,0,0,0,184421.65,5.29,2.14,71461.04,0.189,3.737,120,4,18,0.313,0,1.306,0.4505,90.0,148.0,0.6040268456375839,16,29319.817170111288,2.5806938900708687,0.0,0
EUR,ATM,VN,7626,False,TOKEN_IN_APP,BIOMETRIC_PASS,SIGNATURE,False,RECURRING_SUBSCRIPTION,False,FORCE_POST,0500-Advice,BRANCH_COUNTER,Tuesday,night,medium,medium,medium,medium,gt_20,low,low,extreme,above_max,high,0,0,0,0,0,0,0,0,0,0,144453.75,7.86,2.58,106603.29,0.113,0.867,71,21,10,0.103,0,0.366,0.2913,85.0,419.0,0.20238095238095238,0,16304.03498871332,1.355046311926096,0.887,0
GBP,API_SERVER,IN,4627,True,TOKEN_IN_APP,CVV_PASS,ONLINE_PIN,False,MOTO_PHONE,False,CARD_PRESENT,0420-RepeatRev,POS_TERMINAL,Sunday,late_evening,medium,medium,high,very_high,gt_20,very_low,high,extreme,near_max,low,0,0,0,0,0,0,0,0,0,0,161313.44,5.75,2.52,195885.56,0.895,0.68,40,2,31,0.394,0,1.328,0.3267,76.0,430.0,0.17633410672853828,23,23898.287407407406,0.8235043792693078,0.10499999999999998,0
USD,WEB_BROWSER,CN,3131,True,MANUAL_KEYED,AVS_FAIL,NONE,True,SINGLE_PURCHASE,False,CRYPTOGRAM_PRESENT,0210-FinRsp,BRANCH_COUNTER,Sunday,afternoon,medium,medium,low,very_high,gt_20,very_low,medium,extreme,extreme,not_night,0,0,0,0,0,0,0,0,0,0,156884.31,5.4,2.72,6054.6,0.324,2.247,114,13,5,0.084,0,1.116,0.2968,21.0,287.0,0.07291666666666667,12,24513.173437499998,25.90731058854614,0.0,0
USD,ATM,MY,5417,False,MAGSTRIPE,BIOMETRIC_PASS,NONE,True,SINGLE_PURCHASE,True,MOBILE_TOKEN,0200-FinReq,WEARABLE_PAY,Thursday,morning,medium,medium,medium,medium,gt_20,high,high,extreme,much_above_max,not_night,0,0,0,0,0,0,1,0,0,0,127248.83,11.83,1.01,40703.41,0.667,0.268,46,10,22,0.194,1,0.493,0.2158,93.0,96.0,0.9587628865979382,8,9918.069368667186,3.126168147382556,0.0,0
USD,API_SERVER,AU,3036,False,QR_CODE,AVS_FAIL,SIGNATURE,True,RECURRING_SUBSCRIPTION,False,E_COMMERCE,0500-Advice,MOBILE_APP,Tuesday,afternoon,high,high,low,very_high,gt_20,low,very_low,extreme,extreme,not_night,0,0,0,0,0,0,0,0,0,1,195767.79,5.86,1.94,30759.16,0.061,1.275,108,14,4,0.076,0,1.659,0.5794,59.0,257.0,0.22868217054263565,17,28537.578717201166,6.364329379301018,0.0,0
USD,MOBILE_APP,KR,5159,False,QR_CODE,BIOMETRIC_FAIL,OFFLINE_PIN,True,INSTALLMENT_PLAN,False,FORCE_POST,0210-FinRsp,CALL_CENTER,Sunday,morning,low,low,medium,high,gt_20,very_low,high,extreme,below_half_max,not_night,0,0,0,0,0,0,0,0,0,0,60060.38,5.19,1.4,161466.5,0.792,2.89,38,12,2,0.2,0,0.657,0.0724,66.0,419.0,0.15714285714285714,11,9702.807754442649,0.37196575162184337,0.0,0
