night_ratio_30d,mcc_entropy_30d,distinct_merchants_7d,distinct_countries_30d,device_diversity_30d,decline_rate_30d,chargebacks_365d,credit_util_today,spending_trend,ip_score,txn_count_7d,txn_count_30d,txn_count_ratio_7d_30d,hour,log_mean_amount_30d,amount_to_mean_30d,log_amount_to_max_30d,amount_z_30d,night_unusual_score,currency,payment_channel,merchant_country,mcc,card_entry_mode,auth_result,pin_verif_method,recurring_flag,auth_characteristics,message_type,term_location,day_name,time_period,night_ratio_group,night_unusual_group,amount_to_max_group,ip_score_risk_group,decline_rate_risk_group,credit_util_risk_group,txn_count_7d_group,txn_velocity_group,very_low_mcc_entropy_flag,low_mcc_entropy_flag,low_night_ratio_flag,high_max_amount_30d_flag,low_spending_trend_flag,low_country_diversity_flag,night_transaction_flag,card_not_present_flag,cross_border_flag,tokenised_flag,low_mcc_entropy_x_low_night_ratio,low_mcc_entropy_x_low_night_ratio_x_card_not_present,low_mcc_entropy_x_high_max_amount_30d,low_mcc_entropy_x_low_spending_trend,low_night_ratio_x_high_max_amount_30d,low_night_ratio_x_night_transaction,low_mcc_entropy_x_card_not_present,cross_border_x_low_country_diversity,fraud,y_true,fraud_probability,y_pred,threshold,error_type
0.849,0.612,84,4,4,0.214,1,1.115,1.241,0.0853,32.0,97.0,0.32653061224489793,17,2.0095554142156695,22726.053619302947,0.5868110275193629,77410.91324200913,0.0,CAD,MOBILE_APP,CN,4430,CHIP,BIOMETRIC_PASS,ONLINE_PIN,MOTO_PHONE,MOBILE_TOKEN,0510-AdviceRsp,ONLINE_PORTAL,Saturday,afternoon,high,not_night,near_max,low,medium,very_high,gt_20,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6942728516694281,1,0.66,FP
0.311,0.307,53,18,35,0.055,0,1.887,0.939,0.1914,48.0,208.0,0.22966507177033493,18,2.362739015813793,12243.118644067798,0.4641758786063301,37575.80924855491,0.0,HKD,MOBILE_APP,MY,7460,TOKEN_IN_APP,AVS_PASS,OFFLINE_PIN,SINGLE_PURCHASE,MOBILE_TOKEN,0500-Advice,WEARABLE_PAY,Saturday,evening,medium,not_night,near_max,low,low,very_high,gt_20,low,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6605095122081325,1,0.66,FP
0.05,0.95,62,14,7,0.086,0,0.852,1.84,0.2407,8.0,157.0,0.05063291139240506,18,2.010894999144726,11833.21954484605,0.7108654519260748,43115.94146341464,0.0,HKD,SMART_WATCH,GB,5948,MAGSTRIPE,CVV_PASS,OFFLINE_PIN,INSTALLMENT_PLAN,FALLBACK_MAG,0500-Advice,ONLINE_PORTAL,Saturday,evening,very_low,not_night,above_max,medium,low,high,6_10,very_low,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749066275078543,1,0.66,FP
0.252,1.552,13,9,25,0.116,0,0.746,0.555,0.19,0.0,461.0,0.0,19,1.9198594718553708,380.241935483871,0.01691783069770706,1047.5425101214576,0.0,USD,API_SERVER,VN,5522,TOKEN_IN_APP,3DS_PASS,NONE,INSTALLMENT_PLAN,CARD_PRESENT,0110-AuthRsp,POS_TERMINAL,Saturday,evening,low,not_night,below_half_max,low,medium,high,0_1,very_low,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.6938595895007684,1,0.66,FP
0.58,1.72,91,3,23,0.097,0,0.077,0.813,0.4083,68.0,183.0,0.3695652173913043,20,1.9401794743463283,6340.024425287356,0.18110152872104823,16401.71375464684,0.0,GBP,API_SERVER,US,5642,TOKEN_IN_APP,BIOMETRIC_PASS,ONLINE_PIN,RECURRING_SUBSCRIPTION,FALLBACK_MAG,0100-AuthReq,ONLINE_PORTAL,Saturday,evening,medium,not_night,below_half_max,medium,low,low,gt_20,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6659739887818987,1,0.66,FP
0.32,0.105,20,14,18,0.067,0,1.555,1.344,0.0055,14.0,362.0,0.03856749311294766,20,1.9487632180377197,3523.9586894586896,0.1230909891125832,9475.927203065132,0.0,USD,IVR_PHONE,AU,5552,QR_CODE,CVV_FAIL,ONLINE_PIN,SINGLE_PURCHASE,CRYPTOGRAM_PRESENT,0400-Reversal,KIOSK,Saturday,evening,medium,not_night,below_half_max,low,low,very_high,11_20,very_low,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.7294339069036448,1,0.66,FP
0.155,1.037,18,13,9,0.119,0,1.867,1.198,0.1482,62.0,95.0,0.6458333333333334,21,2.1938856760707046,21474.48494983278,0.6527909243087627,50957.18518518519,0.0,CNY,WEB_BROWSER,HK,5716,MANUAL_KEYED,3DS_FAIL,NONE,RECURRING_SUBSCRIPTION,E_COMMERCE,0400-Reversal,MOBILE_APP,Saturday,evening,low,not_night,near_max,low,medium,very_high,gt_20,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6654164320465716,1,0.66,FP
0.354,0.078,120,15,7,0.228,0,1.262,0.445,0.4141,40.0,280.0,0.1423487544483986,23,1.9878743481543455,6464.489041095891,0.2700684941957569,19660.19583333333,0.646,USD,ATM,FR,5565,MAGSTRIPE,CVV_PASS,OFFLINE_PIN,RECURRING_SUBSCRIPTION,FALLBACK_MAG,0510-AdviceRsp,BRANCH_COUNTER,Saturday,late_evening,medium,high,below_half_max,medium,medium,very_high,gt_20,very_low,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0.6681502707652265,1,0.66,FP
0.292,0.012,68,9,39,0.23,0,0.624,0.735,0.3268,96.0,196.0,0.4873096446700508,23,2.0241930674493576,13702.647291941874,0.5363259732510145,36140.233449477346,0.708,EUR,API_SERVER,SG,7295,MANUAL_KEYED,CVV_FAIL,SIGNATURE,SINGLE_PURCHASE,CRYPTOGRAM_PRESENT,0400-Reversal,CALL_CENTER,Saturday,late_evening,low,high,near_max,medium,medium,high,gt_20,low,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.8533980539317053,1,0.66,FP
0.21,0.633,97,11,10,0.188,0,1.564,0.713,0.2006,42.0,439.0,0.09545454545454546,0,1.814824742159051,20385.85342019544,0.5291744503628186,34480.440771349866,0.79,VND,POS_TERMINAL,AE,3131,QR_CODE,CVV_FAIL,ONLINE_PIN,MOTO_PHONE,CARD_PRESENT,0500-Advice,WEARABLE_PAY,Sunday,night,low,high,near_max,medium,medium,very_high,gt_20,very_low,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.6767324475159523,1,0.66,FP
0.034,0.426,72,11,21,0.163,0,1.238,0.58,0.4351,33.0,233.0,0.14102564102564102,0,2.72785282839839,12886.80588235294,2.1009015202815426,98086.48258706469,0.966,CHF,WEB_BROWSER,GB,7679,MANUAL_KEYED,CVV_PASS,ONLINE_PIN,INSTALLMENT_PLAN,CARD_PRESENT,0210-FinRsp,BRANCH_COUNTER,Sunday,night,very_low,very_high,extreme,medium,medium,very_high,gt_20,very_low,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.8705932234134661,1,0.66,FP
0.387,0.425,79,4,18,0.213,0,1.718,0.796,0.0614,41.0,323.0,0.12654320987654322,3,2.2502386126218363,10448.747102212856,0.3699375555330473,28087.85269121813,0.613,GBP,POS_TERMINAL,ZA,5374,CHIP,BIOMETRIC_PASS,OFFLINE_PIN,MOTO_MAIL,FALLBACK_MAG,0400-Reversal,BRANCH_COUNTER,Sunday,night,medium,high,below_half_max,low,medium,very_high,gt_20,very_low,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7583035793667204,1,0.66,FP
0.505,0.402,33,2,21,0.173,0,0.242,1.496,0.0456,81.0,401.0,0.20149253731343283,4,1.8389610707123492,17613.114467408584,0.4249447871811568,32678.82005899705,0.495,USD,WEB_BROWSER,PH,7007,CHIP,3DS_PASS,ONLINE_PIN,MOTO_MAIL,MOBILE_TOKEN,0420-RepeatRev,KIOSK,Sunday,night,medium,medium,near_max,low,medium,low,gt_20,low,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7192813781295972,1,0.66,FP
0.031,0.856,45,10,12,0.096,3,1.29,2.503,0.0343,75.0,336.0,0.22255192878338279,4,2.1552445050953364,14470.307068366166,0.43222633622948753,31773.82188295165,0.969,EUR,POS_TERMINAL,IN,7669,MAGSTRIPE,AVS_FAIL,OFFLINE_PIN,SINGLE_PURCHASE,CARD_PRESENT,0510-AdviceRsp,POS_TERMINAL,Sunday,night,very_low,very_high,near_max,low,low,very_high,gt_20,low,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.7574981498551612,1,0.66,FP
0.331,0.177,62,18,40,0.221,0,0.266,0.519,0.5297,70.0,387.0,0.18041237113402062,5,2.255493485460195,515.9234800838575,0.10702555401058396,1610.9409836065574,0.669,USD,ATM,CN,3185,CHIP,3DS_PASS,ONLINE_PIN,MOTO_MAIL,FORCE_POST,0510-AdviceRsp,BRANCH_COUNTER,Sunday,night,medium,high,below_half_max,high,medium,low,gt_20,very_low,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.709582221571333,1,0.66,FP
0.076,0.491,87,11,34,0.174,0,0.926,1.525,0.3481,24.0,483.0,0.049586776859504134,5,2.372111155642656,14737.328358208955,0.6589083643182783,66375.81512605042,0.924,AUD,IVR_PHONE,KR,3308,QR_CODE,3DS_PASS,ONLINE_PIN,MOTO_PHONE,MOBILE_TOKEN,0200-FinReq,WEARABLE_PAY,Sunday,night,very_low,very_high,near_max,medium,medium,very_high,gt_20,very_low,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0.870504339029144,1,0.66,FP
0.421,1.258,104,7,1,0.192,0,0.003,1.264,0.1024,8.0,12.0,0.6153846153846154,10,1.8309801823813363,8687.810897435898,0.2608516176939833,21174.4921875,0.0,VND,POS_TERMINAL,TH,4803,CONTACTLESS,3DS_FAIL,SIGNATURE,MOTO_PHONE,E_COMMERCE,0500-Advice,MOBILE_APP,Sunday,morning,medium,not_night,below_half_max,low,medium,low,6_10,medium,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.6664069231109667,1,0.66,FP
0.017,0.774,66,25,12,0.142,0,0.979,1.464,0.0118,42.0,218.0,0.1917808219178082,11,2.131796772013764,21796.572953736653,0.5545493227344451,81661.19111111111,0.0,USD,API_SERVER,CA,7644,MANUAL_KEYED,AVS_FAIL,NONE,MOTO_PHONE,MOBILE_TOKEN,0500-Advice,POS_TERMINAL,Sunday,morning,very_low,not_night,near_max,low,medium,very_high,gt_20,very_low,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.7942808623798062,1,0.66,FP
0.21,0.094,49,17,29,0.174,0,0.638,1.969,0.1628,41.0,487.0,0.08401639344262295,11,2.057962510002712,12073.482758620688,0.34392427003203185,33051.93706293706,0.0,USD,IVR_PHONE,CA,7946,CHIP,CVV_PASS,NONE,SINGLE_PURCHASE,MOBILE_TOKEN,0500-Advice,KIOSK,Sunday,morning,low,not_night,below_half_max,low,medium,high,gt_20,very_low,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7325401744831525,1,0.66,FP
0.156,1.842,78,9,29,0.128,0,0.213,1.572,0.3062,65.0,138.0,0.4676258992805755,12,2.306577114263583,2488.641434262948,0.11849634941123076,12426.328358208955,0.0,USD,ATM,ZA,3244,CHIP,AVS_PASS,SIGNATURE,SINGLE_PURCHASE,CARD_PRESENT,0420-RepeatRev,CALL_CENTER,Sunday,afternoon,low,not_night,below_half_max,medium,medium,low,gt_20,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8619769100460052,1,0.66,FP
0.004,1.352,62,4,37,0.057,0,1.689,0.811,0.1561,52.0,194.0,0.26666666666666666,13,2.0228711901914416,24642.248677248677,0.5993726662586204,17860.86673058485,0.0,EUR,WEB_BROWSER,PH,5728,TOKEN_IN_APP,3DS_FAIL,OFFLINE_PIN,MOTO_MAIL,CRYPTOGRAM_PRESENT,0100-AuthReq,MOBILE_APP,Sunday,afternoon,very_low,not_night,near_max,low,low,very_high,gt_20,low,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.7078591757887552,1,0.66,FP
0.09,0.416,94,8,24,0.197,0,1.333,1.704,0.5955,45.0,113.0,0.39473684210526316,14,1.8946168546677629,6285.908270676691,0.28334916171902935,13061.137499999999,0.0,USD,SMART_WATCH,ID,4039,CHIP,CVV_FAIL,SIGNATURE,MOTO_PHONE,FALLBACK_MAG,0510-AdviceRsp,POS_TERMINAL,Sunday,afternoon,very_low,not_night,below_half_max,high,medium,very_high,gt_20,low,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7917842609096726,1,0.66,FP
0.077,0.333,89,11,14,0.123,0,1.184,0.478,0.092,11.0,15.0,0.6875,14,2.4672517145492794,7769.838846480068,0.7127565333937524,18731.20858895705,0.0,THB,POS_TERMINAL,HK,4747,CONTACTLESS,CVV_PASS,ONLINE_PIN,SINGLE_PURCHASE,CRYPTOGRAM_PRESENT,0420-RepeatRev,POS_TERMINAL,Sunday,afternoon,very_low,not_night,above_max,low,medium,very_high,11_20,medium,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.851267780948596,1,0.66,FP
0.121,1.684,103,2,37,0.059,0,1.856,1.251,0.0282,74.0,319.0,0.23125,17,1.9685099809725544,8155.645251396648,0.21422913492193094,16778.235632183907,0.0,EUR,ATM,KR,3092,MANUAL_KEYED,CVV_FAIL,SIGNATURE,RECURRING_SUBSCRIPTION,CRYPTOGRAM_PRESENT,0200-FinReq,POS_TERMINAL,Sunday,afternoon,low,not_night,below_half_max,low,low,very_high,gt_20,low,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7836835674591763,1,0.66,FP
0.1,1.005,42,10,23,0.383,0,1.547,1.029,0.2556,96.0,144.0,0.6620689655172414,17,2.5128460184772416,3214.615883306321,0.17928517950616413,15926.5140562249,0.0,USD,SMART_WATCH,GB,5049,CHIP,CVV_FAIL,SIGNATURE,INSTALLMENT_PLAN,FALLBACK_MAG,0110-AuthRsp,POS_TERMINAL,Sunday,afternoon,very_low,not_night,below_half_max,medium,high,very_high,gt_20,medium,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8464485370896386,1,0.66,FP
0.23,0.126,31,2,25,0.17,0,1.258,1.779,0.2231,94.0,375.0,0.25,17,1.8825138324965192,17909.904109589042,0.9138739416601321,52763.45291479821,0.0,EUR,POS_TERMINAL,PH,5240,CONTACTLESS,AVS_PASS,ONLINE_PIN,SINGLE_PURCHASE,CRYPTOGRAM_PRESENT,0100-AuthReq,CALL_CENTER,Sunday,afternoon,low,not_night,above_max,medium,medium,very_high,gt_20,low,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7315623934656827,1,0.66,FP
0.203,0.738,20,22,3,0.07,0,0.022,0.703,0.027,61.0,67.0,0.8970588235294118,17,1.827769906751088,6475.545016077171,0.2543805765499753,15981.218253968253,0.0,USD,IVR_PHONE,CN,7602,CONTACTLESS,3DS_FAIL,SIGNATURE,RECURRING_SUBSCRIPTION,FALLBACK_MAG,0420-RepeatRev,BRANCH_COUNTER,Sunday,afternoon,low,not_night,below_half_max,low,low,low,gt_20,high,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6861810004887706,1,0.66,FP
0.259,0.236,37,9,2,0.1,0,0.6,1.658,0.131,15.0,324.0,0.046153846153846156,19,2.4292177439274116,12660.542731277534,0.5634101603560022,21224.04874446086,0.0,USD,IVR_PHONE,DE,4055,MANUAL_KEYED,AVS_FAIL,ONLINE_PIN,MOTO_PHONE,E_COMMERCE,0400-Reversal,BRANCH_COUNTER,Sunday,evening,low,not_night,near_max,low,low,medium,11_20,very_low,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.8816581207709673,1,0.66,FP
0.668,0.14,110,1,30,0.232,0,0.699,1.143,0.58,97.0,318.0,0.30407523510971785,19,2.298577071596507,17203.58032128514,0.6260918795632961,66410.3488372093,0.0,USD,IVR_PHONE,ZA,3027,MANUAL_KEYED,CVV_FAIL,OFFLINE_PIN,INSTALLMENT_PLAN,CARD_PRESENT,0200-FinReq,BRANCH_COUNTER,Sunday,evening,high,not_night,near_max,high,medium,high,gt_20,low,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.68050147975615,1,0.66,FP
0.146,1.638,96,8,9,0.23,0,0.196,2.577,0.374,62.0,192.0,0.32124352331606215,21,2.7206373166076814,9706.762343647137,0.5264159792825341,55845.27651515152,0.0,CNY,API_SERVER,FR,7486,CHIP,AVS_PASS,ONLINE_PIN,MOTO_MAIL,FALLBACK_MAG,0210-FinRsp,POS_TERMINAL,Sunday,evening,low,not_night,near_max,medium,medium,low,gt_20,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7380576681346871,1,0.66,FP
0.259,0.002,48,19,20,0.18,10,0.697,1.701,0.2323,60.0,361.0,0.16574585635359115,21,2.0082140323914683,1680.0751677852347,0.053323635058466684,4198.023489932885,0.0,USD,IVR_PHONE,VN,7819,MANUAL_KEYED,AVS_PASS,SIGNATURE,RECURRING_SUBSCRIPTION,FORCE_POST,0200-FinReq,KIOSK,Sunday,evening,low,not_night,below_half_max,medium,medium,high,gt_20,very_low,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7830796928873219,1,0.66,FP
0.107,0.799,120,3,8,0.17,0,1.926,1.573,0.2998,4.0,14.0,0.26666666666666666,0,2.6093342281630525,7853.151582045622,0.42457586924506746,21514.46370967742,0.893,USD,IVR_PHONE,AE,5899,CONTACTLESS,AVS_PASS,SIGNATURE,SINGLE_PURCHASE,CARD_PRESENT,0200-FinReq,KIOSK,Monday,night,low,high,near_max,medium,medium,very_high,2_5,low,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8330750322812158,1,0.66,FP
0.249,0.967,79,9,10,0.339,0,1.081,0.493,0.3585,6.0,78.0,0.0759493670886076,2,1.922787731634459,14662.1432748538,0.5592332059868943,43983.868421052626,0.751,JPY,WEB_BROWSER,MY,3296,QR_CODE,3DS_PASS,NONE,SINGLE_PURCHASE,FORCE_POST,0210-FinRsp,WEARABLE_PAY,Monday,night,low,high,near_max,medium,high,very_high,6_10,very_low,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7137171231908923,1,0.66,FP
0.153,0.363,75,6,26,0.05,0,1.113,0.891,0.5948,46.0,407.0,0.11274509803921569,2,1.965712776351493,47.0,0.017252381594827646,140.18723404255317,0.847,KRW,API_SERVER,TH,4569,QR_CODE,CVV_PASS,ONLINE_PIN,INSTALLMENT_PLAN,CARD_PRESENT,0420-RepeatRev,KIOSK,Monday,night,low,high,below_half_max,high,low,very_high,gt_20,very_low,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.948053743850305,1,0.66,FP
0.258,0.71,4,9,17,0.167,0,0.492,1.477,0.3547,37.0,458.0,0.08061002178649238,9,2.1029138978649784,983.9279609279607,0.0716473701986887,1581.7642436149313,0.0,CAD,IVR_PHONE,CA,7209,CHIP,CVV_FAIL,OFFLINE_PIN,MOTO_MAIL,FALLBACK_MAG,0420-RepeatRev,KIOSK,Monday,morning,low,not_night,below_half_max,medium,medium,medium,gt_20,very_low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8534826448800331,1,0.66,FP
0.291,0.65,71,2,37,0.254,0,0.113,2.09,0.3535,36.0,479.0,0.075,9,2.1029138978649784,4319.863247863247,0.17505370906036355,16452.32093023256,0.0,USD,POS_TERMINAL,IN,3309,MAGSTRIPE,CVV_FAIL,SIGNATURE,INSTALLMENT_PLAN,MOBILE_TOKEN,0400-Reversal,WEARABLE_PAY,Monday,morning,low,not_night,below_half_max,medium,medium,low,gt_20,very_low,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0.8890857975947696,1,0.66,FP
0.078,0.656,96,21,18,0.138,0,1.367,1.531,0.0756,70.0,228.0,0.3056768558951965,10,1.937301774518713,24197.749279538904,0.5671269870327746,59548.3829787234,0.0,EUR,ATM,CN,4319,CONTACTLESS,CVV_PASS,SIGNATURE,RECURRING_SUBSCRIPTION,FORCE_POST,0210-FinRsp,MOBILE_APP,Monday,morning,very_low,not_night,near_max,low,medium,very_high,gt_20,low,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7149819000453931,1,0.66,FP
0.166,0.823,113,6,15,0.167,5,0.707,1.289,0.3182,17.0,265.0,0.06390977443609022,10,2.2407096892759584,8638.788297872341,0.6243273275772377,35612.37280701754,0.0,USD,SMART_WATCH,FR,7156,CHIP,3DS_PASS,SIGNATURE,RECURRING_SUBSCRIPTION,MOBILE_TOKEN,0400-Reversal,CALL_CENTER,Monday,morning,low,not_night,near_max,medium,medium,high,11_20,very_low,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8831252484555859,1,0.66,FP
0.563,0.514,95,5,9,0.139,2,1.459,1.765,0.6621,47.0,202.0,0.2315270935960591,12,2.046401687601636,11973.124031007752,0.3828100254627241,34320.45925925925,0.0,USD,POS_TERMINAL,MY,7752,MANUAL_KEYED,3DS_FAIL,NONE,MOTO_MAIL,FORCE_POST,0510-AdviceRsp,POS_TERMINAL,Monday,afternoon,medium,not_night,below_half_max,high,medium,very_high,gt_20,low,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.6912271707706545,1,0.66,FP
0.385,0.156,101,2,22,0.204,0,0.573,2.336,0.2549,45.0,488.0,0.09202453987730061,12,2.277267285009756,886.4225641025641,0.0618787834925751,1604.8085501858739,0.0,USD,MOBILE_APP,GB,5348,TOKEN_IN_APP,3DS_PASS,ONLINE_PIN,RECURRING_SUBSCRIPTION,FALLBACK_MAG,0200-FinReq,KIOSK,Monday,afternoon,medium,not_night,below_half_max,medium,medium,medium,gt_20,very_low,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817069240748337,1,0.66,FP
0.276,0.099,49,7,6,0.18,0,1.113,3.871,0.5413,10.0,295.0,0.033783783783783786,12,1.916922612182061,14369.008823529412,0.3849483375700358,44010.56756756757,0.0,JPY,IVR_PHONE,IN,3294,QR_CODE,3DS_FAIL,ONLINE_PIN,SINGLE_PURCHASE,E_COMMERCE,0420-RepeatRev,CALL_CENTER,Monday,afternoon,low,not_night,below_half_max,high,medium,very_high,6_10,very_low,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7119315155523569,1,0.66,FP
0.192,0.483,41,1,19,0.201,0,1.504,2.723,0.2609,5.0,78.0,0.06329113924050633,13,2.0320878452963655,20851.11795543906,0.7802049757298302,72312.45454545454,0.0,VND,IVR_PHONE,AE,5374,QR_CODE,BIOMETRIC_PASS,ONLINE_PIN,INSTALLMENT_PLAN,MOBILE_TOKEN,0420-RepeatRev,WEARABLE_PAY,Monday,afternoon,low,not_night,above_max,medium,medium,very_high,2_5,very_low,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8013993025309974,1,0.66,FP
0.095,1.135,29,12,11,0.093,0,1.334,0.524,0.3184,97.0,444.0,0.21797752808988763,13,2.050270164379556,6364.773487773488,0.3577861907409836,16934.082191780824,0.0,USD,IVR_PHONE,KR,5897,MAGSTRIPE,BIOMETRIC_FAIL,SIGNATURE,RECURRING_SUBSCRIPTION,E_COMMERCE,0110-AuthRsp,POS_TERMINAL,Monday,afternoon,very_low,not_night,below_half_max,medium,low,very_high,gt_20,low,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8457997986878828,1,0.66,FP
0.114,0.439,47,20,11,0.083,0,0.988,0.859,0.2923,51.0,270.0,0.1881918819188192,14,2.178155014615869,13330.877689694224,0.5771986948393196,29723.186868686866,0.0,USD,MOBILE_APP,IN,3032,TOKEN_IN_APP,CVV_FAIL,NONE,MOTO_PHONE,FORCE_POST,0210-FinRsp,WEARABLE_PAY,Monday,afternoon,low,not_night,near_max,medium,low,very_high,gt_20,very_low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.674661739443042,1,0.66,FP
0.014,1.039,19,11,13,0.228,0,0.73,1.297,0.1838,31.0,125.0,0.24603174603174602,14,1.9213246735826988,12835.27672035139,0.3713965650395472,20625.67294117647,0.0,SGD,ATM,HK,4118,CHIP,BIOMETRIC_FAIL,NONE,SINGLE_PURCHASE,E_COMMERCE,0200-FinReq,BRANCH_COUNTER,Monday,afternoon,very_low,not_night,below_half_max,low,medium,high,gt_20,low,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7241022563629453,1,0.66,FP
0.264,0.409,106,1,23,0.253,3,0.633,1.029,0.3128,57.0,236.0,0.24050632911392406,15,2.5900171341906173,14666.864966241561,2.188568953351197,75774.02325581395,0.0,CAD,WEB_BROWSER,HK,5306,QR_CODE,BIOMETRIC_PASS,SIGNATURE,INSTALLMENT_PLAN,CRYPTOGRAM_PRESENT,0420-RepeatRev,ONLINE_PORTAL,Monday,afternoon,low,not_night,extreme,medium,medium,high,gt_20,low,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.816266460062571,1,0.66,FP
0.309,0.69,38,1,18,0.166,2,1.316,1.799,0.0298,71.0,186.0,0.37967914438502676,15,1.9242486522741338,307.8759124087591,0.040852917983854764,851.4574898785426,0.0,CNY,IVR_PHONE,IN,5778,CONTACTLESS,BIOMETRIC_PASS,SIGNATURE,RECURRING_SUBSCRIPTION,FALLBACK_MAG,0200-FinReq,POS_TERMINAL,Monday,afternoon,medium,not_night,below_half_max,low,medium,very_high,gt_20,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7919190777022129,1,0.66,FP
0.133,1.495,3,2,33,0.3,0,1.135,0.329,0.1263,58.0,105.0,0.5471698113207547,17,2.0294631718735947,19143.136662286463,0.5671990055622703,60696.94166666667,0.0,USD,POS_TERMINAL,MY,3267,MAGSTRIPE,AVS_PASS,SIGNATURE,RECURRING_SUBSCRIPTION,MOBILE_TOKEN,0510-AdviceRsp,WEARABLE_PAY,Monday,afternoon,low,not_night,near_max,low,medium,very_high,gt_20,medium,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7436023516684388,1,0.66,FP
0.01,0.203,113,16,27,0.129,0,1.255,0.739,0.2922,34.0,370.0,0.09164420485175202,21,2.0135687975291283,20786.805073431242,1.0022786093930207,54435.9020979021,0.0,USD,API_SERVER,US,7574,MANUAL_KEYED,3DS_FAIL,OFFLINE_PIN,MOTO_MAIL,CRYPTOGRAM_PRESENT,0100-AuthReq,POS_TERMINAL,Monday,evening,very_low,not_night,above_max,medium,medium,very_high,gt_20,very_low,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0.7627899802292571,1,0.66,FP
