rule,feature_a,value_a,feature_b,value_b,support,support_rate,fraud_count,fraud_rate,global_fraud_rate,fraud_rate_diff,lift,order,strength,business_interpretation
payment_channel=WEB_BROWSER AND merchant_country=VN,payment_channel,WEB_BROWSER,merchant_country,VN,545,0.007785714285714286,16,0.029357798165137616,0.025471428571428572,0.0038863695937090444,1.1525776060345672,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
time_period=late_evening AND payment_channel=MOBILE_APP,time_period,late_evening,payment_channel,MOBILE_APP,853,0.012185714285714286,25,0.029308323563892145,0.025471428571428572,0.0038368949924635735,1.150635249283483,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=SMART_WATCH AND card_entry_mode=QR_CODE,payment_channel,SMART_WATCH,card_entry_mode,QR_CODE,1742,0.024885714285714285,51,0.029276693455797934,0.025471428571428572,0.0038052648843693616,1.1493934615288028,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border=False AND merchant_country=ZA,cross_border,False,merchant_country,ZA,2836,0.04051428571428571,83,0.02926657263751763,0.025471428571428572,0.003795144066089058,1.1489961214953641,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
payment_channel=ATM AND merchant_country=US,payment_channel,ATM,merchant_country,US,514,0.007342857142857143,15,0.029182879377431907,0.025471428571428572,0.003711450806003335,1.1457103513293514,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
cross_border=False AND merchant_country=PH,cross_border,False,merchant_country,PH,2714,0.038771428571428575,79,0.029108327192336036,0.025471428571428572,0.003636898620907464,1.1427834567938993,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
card_entry_mode=CHIP AND auth_result=3DS_PASS,card_entry_mode,CHIP,auth_result,3DS_PASS,1482,0.02117142857142857,43,0.029014844804318488,0.025471428571428572,0.0035434162328899163,1.1391133686496322,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=WEB_BROWSER AND term_location=WEARABLE_PAY,payment_channel,WEB_BROWSER,term_location,WEARABLE_PAY,1449,0.0207,42,0.028985507246376812,0.025471428571428572,0.00351407867494824,1.1379615856681866,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=MOBILE_APP AND card_entry_mode=CHIP,payment_channel,MOBILE_APP,card_entry_mode,CHIP,1658,0.023685714285714286,48,0.028950542822677925,0.025471428571428572,0.003479114251249353,1.1365888937675013,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Thursday AND payment_channel=SMART_WATCH,day_name,Thursday,payment_channel,SMART_WATCH,1492,0.021314285714285713,43,0.028820375335120642,0.025471428571428572,0.00334894676369207,1.1314785605487632,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=SMART_WATCH AND term_location=CALL_CENTER,payment_channel,SMART_WATCH,term_location,CALL_CENTER,1493,0.02132857142857143,43,0.028801071667782986,0.025471428571428572,0.003329643096354414,1.1307207048484627,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=WEB_BROWSER AND card_entry_mode=MANUAL_KEYED,payment_channel,WEB_BROWSER,card_entry_mode,MANUAL_KEYED,1739,0.024842857142857142,50,0.02875215641173088,0.025471428571428572,0.0032807278403023075,1.1288003078077182,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=WEB_BROWSER AND merchant_country=CA,payment_channel,WEB_BROWSER,merchant_country,CA,487,0.006957142857142857,14,0.028747433264887063,0.025471428571428572,0.003276004693458491,1.1286148785990433,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
day_name=Tuesday AND payment_channel=SMART_WATCH,day_name,Tuesday,payment_channel,SMART_WATCH,1496,0.021371428571428572,43,0.02874331550802139,0.025471428571428572,0.003271886936592819,1.1284532168039805,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=WEB_BROWSER AND card_entry_mode=QR_CODE,payment_channel,WEB_BROWSER,card_entry_mode,QR_CODE,1671,0.02387142857142857,48,0.02872531418312388,0.025471428571428572,0.003253885611695307,1.1277464906442354,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=TOKEN_IN_APP AND auth_result=CVV_PASS,card_entry_mode,TOKEN_IN_APP,auth_result,CVV_PASS,1432,0.020457142857142858,41,0.02863128491620112,0.025471428571428572,0.0031598563447725464,1.124054932212046,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=ATM AND term_location=ONLINE_PORTAL,payment_channel,ATM,term_location,ONLINE_PORTAL,1399,0.019985714285714287,40,0.028591851322373123,0.025471428571428572,0.0031204227509445508,1.122506782145888,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=IVR_PHONE AND merchant_country=KR,payment_channel,IVR_PHONE,merchant_country,KR,490,0.007,14,0.02857142857142857,0.025471428571428572,0.0030999999999999986,1.1217049915872126,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=POS_TERMINAL AND merchant_country=FR,payment_channel,POS_TERMINAL,merchant_country,FR,455,0.0065,13,0.02857142857142857,0.025471428571428572,0.0030999999999999986,1.1217049915872126,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
cross_border=False AND merchant_country=MY,cross_border,False,merchant_country,MY,2809,0.04012857142857143,80,0.02847988608045568,0.025471428571428572,0.0030084575090271078,1.1181110631698807,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
card_entry_mode=TOKEN_IN_APP AND auth_result=AVS_PASS,card_entry_mode,TOKEN_IN_APP,auth_result,AVS_PASS,1475,0.02107142857142857,42,0.02847457627118644,0.025471428571428572,0.0030031476997578674,1.1179026017852218,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Wednesday AND payment_channel=ATM,day_name,Wednesday,payment_channel,ATM,1406,0.020085714285714287,40,0.02844950213371266,0.025471428571428572,0.0029780735622840886,1.116918199304479,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=IVR_PHONE AND term_location=MOBILE_APP,payment_channel,IVR_PHONE,term_location,MOBILE_APP,1407,0.0201,40,0.028429282160625444,0.025471428571428572,0.0029578535891968717,1.11612436973852,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
time_period=morning AND payment_channel=API_SERVER,time_period,morning,payment_channel,API_SERVER,2533,0.036185714285714286,72,0.0284247927358863,0.025471428571428572,0.0029533641644577287,1.115948116383646,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=POS_TERMINAL AND card_entry_mode=CHIP,payment_channel,POS_TERMINAL,card_entry_mode,CHIP,1724,0.02462857142857143,49,0.02842227378190255,0.025471428571428572,0.002950845210473979,1.1158492230696457,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=SMART_WATCH AND term_location=POS_TERMINAL,payment_channel,SMART_WATCH,term_location,POS_TERMINAL,1443,0.020614285714285713,41,0.028413028413028413,0.025471428571428572,0.0029415998415998415,1.1154862528951144,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=IVR_PHONE AND merchant_country=CA,payment_channel,IVR_PHONE,merchant_country,CA,494,0.007057142857142857,14,0.02834008097165992,0.025471428571428572,0.0028686524002313474,1.112622360076385,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
day_name=Thursday AND payment_channel=POS_TERMINAL,day_name,Thursday,payment_channel,POS_TERMINAL,1414,0.0202,40,0.028288543140028287,0.025471428571428572,0.002817114568599715,1.1105990015714975,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=QR_CODE AND auth_result=3DS_PASS,card_entry_mode,QR_CODE,auth_result,3DS_PASS,1488,0.021257142857142856,42,0.028225806451612902,0.025471428571428572,0.0027543778801843305,1.1081359795922059,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=WEB_BROWSER AND merchant_country=GB,payment_channel,WEB_BROWSER,merchant_country,GB,496,0.0070857142857142855,14,0.028225806451612902,0.025471428571428572,0.0027543778801843305,1.1081359795922059,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
time_period=night AND payment_channel=IVR_PHONE,time_period,night,payment_channel,IVR_PHONE,2481,0.035442857142857144,70,0.028214429665457477,0.025471428571428572,0.0027430010940289046,1.1076893306685494,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=MANUAL_KEYED AND auth_result=3DS_FAIL,card_entry_mode,MANUAL_KEYED,auth_result,3DS_FAIL,1383,0.01975714285714286,39,0.028199566160520606,0.025471428571428572,0.002728137589092034,1.1071057942997433,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
tokenised=True AND payment_channel=SMART_WATCH,tokenised,True,payment_channel,SMART_WATCH,4611,0.06587142857142857,130,0.028193450444589027,0.025471428571428572,0.002722021873160455,1.106865693281678,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border=False AND merchant_country=DE,cross_border,False,merchant_country,DE,2769,0.03955714285714286,78,0.028169014084507043,0.025471428571428572,0.002697585513078471,1.1059063297338716,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
payment_channel=ATM AND merchant_country=SG,payment_channel,ATM,merchant_country,SG,497,0.0071,14,0.028169014084507043,0.025471428571428572,0.002697585513078471,1.1059063297338716,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
day_name=Sunday AND payment_channel=SMART_WATCH,day_name,Sunday,payment_channel,SMART_WATCH,1423,0.02032857142857143,40,0.028109627547434995,0.025471428571428572,0.002638198976006423,1.1035748336065336,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
auth_result=AVS_PASS AND pin_verif_method=ONLINE_PIN,auth_result,AVS_PASS,pin_verif_method,ONLINE_PIN,2279,0.032557142857142854,64,0.028082492321193506,0.025471428571428572,0.0026110637497649344,1.1025095134512313,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=SMART_WATCH AND card_entry_mode=TOKEN_IN_APP,payment_channel,SMART_WATCH,card_entry_mode,TOKEN_IN_APP,1712,0.024457142857142858,48,0.028037383177570093,0.025471428571428572,0.002565954606141521,1.1007385431463301,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
auth_result=CVV_PASS AND pin_verif_method=SIGNATURE,auth_result,CVV_PASS,pin_verif_method,SIGNATURE,2249,0.03212857142857143,63,0.028012449977767896,0.025471428571428572,0.0025410214063393242,1.0997596738327273,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border=False AND merchant_country=CA,cross_border,False,merchant_country,CA,2683,0.03832857142857143,75,0.02795378307864331,0.025471428571428572,0.002482354507214738,1.0974564304571126,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
auth_result=3DS_FAIL AND pin_verif_method=NONE,auth_result,3DS_FAIL,pin_verif_method,NONE,2147,0.03067142857142857,60,0.027945971122496506,0.025471428571428572,0.002474542551067934,1.097149735599975,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border=False AND merchant_country=TH,cross_border,False,merchant_country,TH,2828,0.0404,79,0.027934936350777935,0.025471428571428572,0.002463507779349363,1.0967165140518538,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
day_name=Wednesday AND payment_channel=MOBILE_APP,day_name,Wednesday,payment_channel,MOBILE_APP,1432,0.020457142857142858,40,0.027932960893854747,0.025471428571428572,0.002461532322426175,1.0966389582556546,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=ATM AND term_location=WEARABLE_PAY,payment_channel,ATM,term_location,WEARABLE_PAY,1361,0.019442857142857144,38,0.027920646583394562,0.025471428571428572,0.0024492180119659902,1.0961555024327647,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Saturday AND payment_channel=SMART_WATCH,day_name,Saturday,payment_channel,SMART_WATCH,1433,0.02047142857142857,40,0.027913468248429867,0.025471428571428572,0.0024420396770012953,1.0958736833371232,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
auth_result=3DS_PASS AND pin_verif_method=SIGNATURE,auth_result,3DS_PASS,pin_verif_method,SIGNATURE,2222,0.03174285714285714,62,0.0279027902790279,0.025471428571428572,0.0024313617075993298,1.0954544697318862,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border=True AND merchant_country=MY,cross_border,True,merchant_country,MY,683,0.009757142857142857,19,0.027818448023426062,0.025471428571428572,0.0023470194519974903,1.0921432202130255,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
auth_result=AVS_PASS AND pin_verif_method=SIGNATURE,auth_result,AVS_PASS,pin_verif_method,SIGNATURE,2157,0.030814285714285714,60,0.027816411682892908,0.025471428571428572,0.002344983111464336,1.092063274146104,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
time_period=night AND payment_channel=ATM,time_period,night,payment_channel,ATM,2447,0.03495714285714286,68,0.027789129546383327,0.025471428571428572,0.0023177009749547547,1.0909921863414653,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=SMART_WATCH AND term_location=BRANCH_COUNTER,payment_channel,SMART_WATCH,term_location,BRANCH_COUNTER,1369,0.019557142857142856,38,0.027757487216946677,0.025471428571428572,0.0022860586455181048,1.0897499187808566,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Sunday AND payment_channel=WEB_BROWSER,day_name,Sunday,payment_channel,WEB_BROWSER,1442,0.0206,40,0.027739251040221916,0.025471428571428572,0.0022678224687933436,1.0890339724147695,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
time_period=morning AND payment_channel=ATM,time_period,morning,payment_channel,ATM,2456,0.03508571428571428,68,0.02768729641693811,0.025471428571428572,0.0022158678455095372,1.0869942508051977,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
time_period=night AND payment_channel=SMART_WATCH,time_period,night,payment_channel,SMART_WATCH,2568,0.03668571428571429,71,0.02764797507788162,0.025471428571428572,0.0021765465064530476,1.0854505078248533,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=TOKEN_IN_APP AND auth_result=CVV_FAIL,card_entry_mode,TOKEN_IN_APP,auth_result,CVV_FAIL,1451,0.02072857142857143,40,0.027567195037904894,0.025471428571428572,0.0020957664664763218,1.0822791097326654,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=MANUAL_KEYED AND auth_result=CVV_PASS,card_entry_mode,MANUAL_KEYED,auth_result,CVV_PASS,1526,0.0218,42,0.027522935779816515,0.025471428571428572,0.0020515072083879433,1.0805415056574066,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=SMART_WATCH AND term_location=KIOSK,payment_channel,SMART_WATCH,term_location,KIOSK,1419,0.020271428571428572,39,0.02748414376321353,0.025471428571428572,0.0020127151917849577,1.079018543704401,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
auth_result=AVS_PASS AND pin_verif_method=OFFLINE_PIN,auth_result,AVS_PASS,pin_verif_method,OFFLINE_PIN,2147,0.03067142857142857,59,0.027480204937121566,0.025471428571428572,0.0020087763656929936,1.0788639066733088,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
time_period=late_evening AND payment_channel=POS_TERMINAL,time_period,late_evening,payment_channel,POS_TERMINAL,839,0.011985714285714285,23,0.027413587604290822,0.025471428571428572,0.00194215903286225,1.0762485318566222,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border=True AND merchant_country=PH,cross_border,True,merchant_country,PH,730,0.01042857142857143,20,0.0273972602739726,0.025471428571428572,0.0019258317025440293,1.0756075261795188,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
time_period=morning AND payment_channel=SMART_WATCH,time_period,morning,payment_channel,SMART_WATCH,2487,0.03552857142857143,68,0.02734217933252915,0.025471428571428572,0.0018707507611005793,1.0734450663359734,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border=False AND merchant_country=VN,cross_border,False,merchant_country,VN,2819,0.04027142857142857,77,0.027314650585313942,0.025471428571428572,0.0018432220138853705,1.072364296675253,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
payment_channel=SMART_WATCH AND merchant_country=ID,payment_channel,SMART_WATCH,merchant_country,ID,476,0.0068,13,0.0273109243697479,0.025471428571428572,0.0018394957983193273,1.0722180066642473,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
cross_border=False AND merchant_country=GB,cross_border,False,merchant_country,GB,2824,0.040342857142857146,77,0.02726628895184136,0.025471428571428572,0.001794860380412787,1.0704656346768902,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
cross_border=True AND merchant_country=VN,cross_border,True,merchant_country,VN,697,0.009957142857142857,19,0.027259684361549498,0.025471428571428572,0.001788255790120926,1.0702063406104683,2,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
tokenised=False AND payment_channel=API_SERVER,tokenised,False,payment_channel,API_SERVER,5551,0.0793,151,0.027202305890830482,0.025471428571428572,0.00173087731940191,1.0679536805149377,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=API_SERVER AND card_entry_mode=CHIP,payment_channel,API_SERVER,card_entry_mode,CHIP,1693,0.024185714285714286,46,0.027170702894270527,0.025471428571428572,0.0016992743228419552,1.0667129571502731,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
tokenised=False AND payment_channel=IVR_PHONE,tokenised,False,payment_channel,IVR_PHONE,5419,0.07741428571428571,147,0.027126776157962725,0.025471428571428572,0.0016553475865341526,1.0649884077719523,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
time_period=evening AND payment_channel=API_SERVER,time_period,evening,payment_channel,API_SERVER,1659,0.0237,45,0.027124773960216998,0.025471428571428572,0.0016533453887884256,1.0649098021397587,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=MAGSTRIPE AND auth_result=BIOMETRIC_FAIL,card_entry_mode,MAGSTRIPE,auth_result,BIOMETRIC_FAIL,1439,0.020557142857142857,39,0.027102154273801252,0.025471428571428572,0.0016307257023726804,1.064021760609135,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=POS_TERMINAL AND term_location=WEARABLE_PAY,payment_channel,POS_TERMINAL,term_location,WEARABLE_PAY,1366,0.019514285714285713,37,0.027086383601756955,0.025471428571428572,0.0016149550303283834,1.063402609154788,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=MOBILE_APP AND term_location=WEARABLE_PAY,payment_channel,MOBILE_APP,term_location,WEARABLE_PAY,1441,0.020585714285714287,39,0.027064538514920196,0.025471428571428572,0.001593109943491624,1.0625449781516623,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=POS_TERMINAL AND card_entry_mode=MAGSTRIPE,payment_channel,POS_TERMINAL,card_entry_mode,MAGSTRIPE,1554,0.0222,42,0.02702702702702703,0.025471428571428572,0.0015555984555984566,1.0610722893392552,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_entry_mode=CONTACTLESS AND auth_result=3DS_FAIL,card_entry_mode,CONTACTLESS,auth_result,3DS_FAIL,1480,0.021142857142857144,40,0.02702702702702703,0.025471428571428572,0.0015555984555984566,1.0610722893392552,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=API_SERVER AND card_entry_mode=MAGSTRIPE,payment_channel,API_SERVER,card_entry_mode,MAGSTRIPE,1705,0.02435714285714286,46,0.026979472140762465,0.025471428571428572,0.001508043569333893,1.0592052999738488,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
card_present=False AND payment_channel=API_SERVER,card_present,False,payment_channel,API_SERVER,6639,0.09484285714285715,179,0.026961891851182408,0.025471428571428572,0.0014904632797538356,1.0585151035237064,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
tokenised=False AND payment_channel=ATM,tokenised,False,payment_channel,ATM,5444,0.07777142857142857,146,0.026818515797207936,0.025471428571428572,0.0013470872257793642,1.052886206284103,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
day_name=Tuesday AND payment_channel=WEB_BROWSER,day_name,Tuesday,payment_channel,WEB_BROWSER,1459,0.020842857142857142,39,0.026730637422892393,0.025471428571428572,0.0012592088514638208,1.0494361298948218,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=IVR_PHONE AND term_location=ONLINE_PORTAL,payment_channel,IVR_PHONE,term_location,ONLINE_PORTAL,1423,0.02032857142857143,38,0.026704146170063246,0.025471428571428572,0.0012327175986346743,1.048396091926207,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
payment_channel=IVR_PHONE AND merchant_country=PH,payment_channel,IVR_PHONE,merchant_country,PH,487,0.006957142857142857,13,0.026694045174537988,0.025471428571428572,0.0012226166031094159,1.0479995301276832,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
payment_channel=POS_TERMINAL AND merchant_country=ZA,payment_channel,POS_TERMINAL,merchant_country,ZA,525,0.0075,14,0.02666666666666667,0.025471428571428572,0.0011952380952380964,1.0469246588147318,2,LOW_SIGNAL,Một số tổ hợp kênh thanh toán và quốc gia merchant có fraud rate cao hơn baseline.
