amount,currency,local_timestamp,payment_channel,merchant_country,mcc,card_present,ip_risk,device_id,card_entry_mode,auth_result,merchant_id,pin_verif_method,tokenised,recurring_flag,cross_border,card_activation_age,auth_characteristics,message_type,mean_amount_30d,std_amount_30d,max_amount_30d,txn_counts,distinct_merchants_7d,distinct_countries_30d,online_share_7d,night_ratio_30d,days_since_last_txn,decline_rate_30d,chargebacks_365d,device_diversity_30d,mcc_entropy_30d,credit_util_today,spending_trend,term_location,fraud,ip_address,ip_score,txn_count_7d,txn_count_30d,txn_count_ratio_7d_30d,ip_is_private,ip_score_bin,transaction_datetime,hour,day_of_week,day_name,is_weekend,is_night_txn,month,day,year,time_period,night_unusual_score,is_night_unusual,amount_invalid_flag,std_amount_30d_zero_flag,mean_amount_30d_zero_flag,duplicate_row_flag,ip_score_risk_group,decline_rate_risk_group,credit_util_risk_group,txn_count_7d_group,txn_velocity_group,night_ratio_group,amount_to_mean_30d,amount_to_mean_group,amount_to_max_30d,amount_to_max_group,low_mcc_entropy_flag,low_night_ratio_flag,high_max_amount_30d_flag,low_spending_trend_flag,low_country_diversity_flag,high_device_diversity_flag,high_decline_rate_flag,high_ip_score_flag,night_transaction_flag,card_not_present_flag,cross_border_flag,tokenised_flag,night_unusual_group,high_ip_high_amount_flag,high_decline_high_amount_flag,private_ip_high_score_flag,high_velocity_high_amount_flag,low_mcc_entropy_x_low_night_ratio,low_mcc_entropy_x_high_max_amount_30d,low_mcc_entropy_x_low_spending_trend,low_mcc_entropy_x_card_not_present,low_night_ratio_x_high_max_amount_30d,cross_border_x_low_country_diversity,high_ip_score_x_card_not_present
30767.26,CHF,2025-03-07 08:51:41,IVR_PHONE,ID,3240,False,"{'ip': '237.174.241.140', 'score': 0.2012}",DEV-45D9DD33EDE64BFB,CONTACTLESS,BIOMETRIC_FAIL,MID-EE4BAC6F435A,OFFLINE_PIN,False,RECURRING_SUBSCRIPTION,False,2196,MOBILE_TOKEN,0400-Reversal,5.07,1.52,171323.95,"(6, 190)",23,10,0.482,0.912,136,0.03,0,11,3.651,1.497,0.893,MOBILE_APP,0,237.174.241.140,0.2012,6.0,190.0,0.031413612565445025,0,medium,2025-03-07 08:51:41,8,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,low,very_high,6_10,very_low,high,5068.741350906095,extreme,0.17958423452042446,below_half_max,0,0,0,0,0,0,0,0,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
11857.01,CAD,2025-03-07 08:51:59,SMART_WATCH,HK,3204,False,"{'ip': '180.178.170.6', 'score': 0.4917}",DEV-8EFAF094A97E4563,MAGSTRIPE,3DS_PASS,MID-4382EEBFD141,NONE,True,MOTO_MAIL,False,3435,E_COMMERCE,0110-AuthRsp,9.07,3.03,36931.78,"(82, 232)",102,7,0.466,0.952,112,0.171,0,12,0.03,0.569,4.267,CALL_CENTER,0,180.178.170.6,0.4917,82.0,232.0,0.351931330472103,0,medium,2025-03-07 08:51:59,8,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,medium,medium,gt_20,low,high,1177.4587884806356,extreme,0.3210429867451083,below_half_max,1,0,0,0,0,0,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,1,0,0,0
155603.62,EUR,2025-03-07 08:52:55,WEB_BROWSER,SG,5034,False,"{'ip': '75.40.178.189', 'score': 0.4555}",DEV-C64DAE046CBE414F,CONTACTLESS,BIOMETRIC_FAIL,MID-F3CC7D9783F9,ONLINE_PIN,False,RECURRING_SUBSCRIPTION,False,308,FALLBACK_MAG,0100-AuthReq,8.0,1.11,157906.94,"(88, 335)",4,16,0.942,0.206,34,0.113,0,23,3.783,0.784,1.539,KIOSK,0,75.40.178.189,0.4555,88.0,335.0,0.2619047619047619,0,medium,2025-03-07 08:52:55,8,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,medium,high,gt_20,low,low,17289.29111111111,extreme,0.9854071935838058,near_max,0,0,0,0,0,0,0,0,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
129875.53,EUR,2025-03-07 08:55:06,IVR_PHONE,FR,7556,False,"{'ip': '127.216.126.173', 'score': 0.1661}",DEV-C761A2265AC74626,CHIP,AVS_FAIL,MID-111A7BD44022,SIGNATURE,False,MOTO_PHONE,False,3912,CRYPTOGRAM_PRESENT,0510-AdviceRsp,5.31,1.48,239019.15,"(52, 125)",60,2,0.468,0.389,14,0.292,0,40,1.228,1.633,2.509,WEARABLE_PAY,0,127.216.126.173,0.1661,52.0,125.0,0.4126984126984127,0,low,2025-03-07 08:55:06,8,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,low,medium,very_high,gt_20,low,medium,20582.49286846276,extreme,0.5433664483935768,near_max,0,0,1,0,1,1,1,0,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
132313.18,EUR,2025-03-07 08:55:38,POS_TERMINAL,AU,3114,True,"{'ip': '217.116.88.16', 'score': 0.1878}",DEV-EE2D5DBB53A64C0D,CHIP,BIOMETRIC_PASS,MID-26AD71088703,SIGNATURE,False,SINGLE_PURCHASE,False,1184,CARD_PRESENT,0500-Advice,6.52,1.47,108306.61,"(48, 351)",108,8,0.181,0.0,45,0.042,0,22,3.147,0.946,4.58,CALL_CENTER,0,217.116.88.16,0.1878,48.0,351.0,0.13636363636363635,0,low,2025-03-07 08:55:38,8,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,low,low,very_high,gt_20,very_low,zero,17594.837765957447,extreme,1.2216425050834376,above_max,0,1,0,0,0,0,0,0,0,0,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
130830.84,KRW,2025-03-07 08:55:50,SMART_WATCH,SG,4927,False,"{'ip': '96.18.135.27', 'score': 0.1331}",DEV-01241617C91D4431,TOKEN_IN_APP,AVS_FAIL,MID-5763C4F84D32,OFFLINE_PIN,False,MOTO_PHONE,False,3972,MOBILE_TOKEN,0500-Advice,6.53,5.01,174757.37,"(34, 41)",24,17,0.63,0.128,136,0.125,0,38,1.961,1.02,1.614,WEARABLE_PAY,0,96.18.135.27,0.1331,34.0,41.0,0.8095238095238095,0,low,2025-03-07 08:55:50,8,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,low,medium,very_high,gt_20,high,low,17374.613545816734,extreme,0.7486384772300176,near_max,0,0,0,0,0,1,0,0,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
79957.75,USD,2025-03-07 08:56:52,SMART_WATCH,CN,3036,False,"{'ip': '210.134.70.208', 'score': 0.3122}",DEV-42D34EFF0ED2482F,CONTACTLESS,3DS_FAIL,MID-519B7F5520FF,OFFLINE_PIN,True,MOTO_MAIL,False,242,FALLBACK_MAG,0510-AdviceRsp,6.28,1.27,165909.77,"(59, 99)",2,18,0.906,0.934,4,0.071,10,26,1.314,0.914,4.327,ONLINE_PORTAL,0,210.134.70.208,0.3122,59.0,99.0,0.59,0,medium,2025-03-07 08:56:52,8,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,low,very_high,gt_20,medium,high,10983.207417582416,extreme,0.4819322458692706,below_half_max,0,0,0,0,0,0,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
112448.26,EUR,2025-03-07 09:00:20,ATM,TH,3086,True,"{'ip': '109.27.157.218', 'score': 0.3936}",DEV-9D11F716740F471D,TOKEN_IN_APP,AVS_FAIL,MID-CE8B210BC066,OFFLINE_PIN,False,RECURRING_SUBSCRIPTION,False,1224,FALLBACK_MAG,0210-FinRsp,5.34,1.88,97272.45,"(7, 111)",19,17,0.873,0.248,64,0.146,0,18,1.866,0.947,3.528,MOBILE_APP,0,109.27.157.218,0.3936,7.0,111.0,0.0625,0,medium,2025-03-07 09:00:20,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,medium,very_high,6_10,very_low,low,17736.318611987383,extreme,1.156001560549153,above_max,0,0,0,0,0,0,0,0,0,0,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
162452.88,CNY,2025-03-07 09:01:13,POS_TERMINAL,KR,7525,False,"{'ip': '171.25.62.155', 'score': 0.5582}",DEV-E7143047B5BB4D5D,QR_CODE,CVV_FAIL,MID-2E576FDE710F,ONLINE_PIN,False,INSTALLMENT_PLAN,False,2580,FORCE_POST,0210-FinRsp,10.41,2.79,72159.74,"(28, 254)",120,24,0.696,0.621,24,0.069,0,37,2.219,1.41,2.423,ONLINE_PORTAL,0,171.25.62.155,0.5582,28.0,254.0,0.10980392156862745,0,high,2025-03-07 09:01:13,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,high,low,very_high,gt_20,very_low,high,14237.763365468887,extreme,2.2512640530016736,much_above_max,0,0,0,0,0,1,0,1,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,1
2648.55,USD,2025-03-07 09:02:40,API_SERVER,IN,4903,True,"{'ip': '131.62.87.178', 'score': 0.3166}",DEV-4375C46EDE9E4706,CONTACTLESS,BIOMETRIC_PASS,MID-A599CD201589,ONLINE_PIN,True,RECURRING_SUBSCRIPTION,True,2821,CRYPTOGRAM_PRESENT,0100-AuthReq,8.69,1.99,54218.43,"(16, 37)",34,25,0.957,0.439,96,0.32,0,37,1.607,0.358,3.808,WEARABLE_PAY,0,131.62.87.178,0.3166,16.0,37.0,0.42105263157894735,0,medium,2025-03-07 09:02:40,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,high,medium,11_20,low,medium,273.328173374613,extreme,0.04884872452550682,below_half_max,0,0,0,0,0,1,1,0,0,0,1,1,not_night,0,0,0,0,0,0,0,0,0,0,0
118465.61,USD,2025-03-07 09:04:18,MOBILE_APP,ZA,3279,True,"{'ip': '213.103.176.162', 'score': 0.3969}",DEV-D69756EFC9844735,QR_CODE,CVV_PASS,MID-8155E382AB84,OFFLINE_PIN,True,MOTO_MAIL,False,1590,CRYPTOGRAM_PRESENT,0110-AuthRsp,7.93,1.72,230137.1,"(84, 435)",41,24,0.367,0.424,19,0.254,0,35,1.428,1.375,1.321,MOBILE_APP,0,213.103.176.162,0.3969,84.0,435.0,0.1926605504587156,0,medium,2025-03-07 09:04:18,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,medium,very_high,gt_20,very_low,medium,13266.02575587906,extreme,0.514758790482758,near_max,0,0,1,0,0,0,0,0,0,0,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
152610.34,IDR,2025-03-07 09:07:58,MOBILE_APP,IN,3140,False,"{'ip': '184.220.253.131', 'score': 0.3018}",DEV-F003914436714A52,MANUAL_KEYED,BIOMETRIC_PASS,MID-2542930530EA,OFFLINE_PIN,False,SINGLE_PURCHASE,False,3865,E_COMMERCE,0100-AuthReq,5.67,1.08,120059.48,"(48, 152)",14,4,0.313,0.558,26,0.165,0,28,2.871,0.007,4.828,MOBILE_APP,0,184.220.253.131,0.3018,48.0,152.0,0.3137254901960784,0,medium,2025-03-07 09:07:58,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,medium,low,gt_20,low,medium,22880.110944527736,extreme,1.2711121927881681,above_max,0,0,0,0,0,0,0,0,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
162182.43,CAD,2025-03-07 09:08:33,ATM,US,7176,False,"{'ip': '202.92.111.155', 'score': 0.0401}",DEV-15F20D07EFA04B6C,MAGSTRIPE,AVS_FAIL,MID-D71442F0B6C1,NONE,True,RECURRING_SUBSCRIPTION,False,2561,FORCE_POST,0100-AuthReq,5.05,3.43,236406.42,"(92, 480)",78,3,0.99,0.017,46,0.201,6,1,2.766,1.687,1.458,KIOSK,0,202.92.111.155,0.0401,92.0,480.0,0.19126819126819128,0,low,2025-03-07 09:08:33,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,low,medium,very_high,gt_20,very_low,very_low,26807.013223140497,extreme,0.6860293555929843,near_max,0,1,1,0,1,0,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,1,0,0
113756.13,CHF,2025-03-07 09:11:09,MOBILE_APP,DE,3089,False,"{'ip': '187.193.207.8', 'score': 0.6303}",DEV-9106C872F4884E56,QR_CODE,3DS_FAIL,MID-C015D0F6012D,NONE,False,MOTO_PHONE,False,2891,MOBILE_TOKEN,0510-AdviceRsp,6.81,1.38,56703.3,"(11, 15)",81,4,0.12,0.958,29,0.243,0,15,1.104,1.265,1.287,MOBILE_APP,0,187.193.207.8,0.6303,11.0,15.0,0.6875,0,high,2025-03-07 09:11:09,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,high,medium,very_high,11_20,medium,high,14565.44558258643,extreme,2.0061288121006697,much_above_max,0,0,0,0,0,0,0,1,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,1
28888.17,KRW,2025-03-07 09:11:44,IVR_PHONE,DE,7973,True,"{'ip': '142.221.36.68', 'score': 0.0907}",DEV-49533F91D82B4422,TOKEN_IN_APP,3DS_PASS,MID-5D3A879C3E73,NONE,True,MOTO_PHONE,False,2372,CRYPTOGRAM_PRESENT,0510-AdviceRsp,10.06,2.66,146524.32,"(47, 242)",16,24,0.274,0.421,88,0.042,0,37,1.201,0.947,2.963,MOBILE_APP,0,142.221.36.68,0.0907,47.0,242.0,0.1934156378600823,0,low,2025-03-07 09:11:44,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,low,low,very_high,gt_20,very_low,medium,2611.9502712477392,extreme,0.19715479891120521,below_half_max,0,0,0,0,0,1,0,0,0,0,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
194238.58,EUR,2025-03-07 09:12:41,IVR_PHONE,KR,5004,True,"{'ip': '145.215.132.53', 'score': 0.0751}",DEV-F57720B15F054A91,QR_CODE,3DS_FAIL,MID-0868A06B718F,SIGNATURE,True,RECURRING_SUBSCRIPTION,False,1124,MOBILE_TOKEN,0210-FinRsp,6.96,1.71,148833.58,"(10, 335)",88,22,0.307,0.45,44,0.085,2,29,3.861,1.033,0.185,ONLINE_PORTAL,0,145.215.132.53,0.0751,10.0,335.0,0.02976190476190476,0,low,2025-03-07 09:12:41,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,low,low,very_high,6_10,very_low,medium,24401.831658291456,extreme,1.3050635141376419,above_max,0,0,0,1,0,0,0,0,0,0,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
60168.2,USD,2025-03-07 09:15:32,API_SERVER,FR,5922,False,"{'ip': '28.94.186.96', 'score': 0.2698}",DEV-24B182A038BF417D,CHIP,3DS_PASS,MID-390FFB8848D6,SIGNATURE,True,INSTALLMENT_PLAN,False,3836,FALLBACK_MAG,0500-Advice,5.15,1.17,122123.21,"(65, 150)",40,12,0.075,0.862,168,0.258,0,35,3.598,0.0,0.332,POS_TERMINAL,0,28.94.186.96,0.2698,65.0,150.0,0.4304635761589404,0,medium,2025-03-07 09:15:32,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,medium,low,gt_20,low,high,9783.447154471543,extreme,0.4926803620674393,below_half_max,0,0,0,1,0,0,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
31953.71,AUD,2025-03-07 09:16:14,ATM,TH,7633,True,"{'ip': '199.7.177.26', 'score': 0.1972}",DEV-FD9DB35672214CB3,MANUAL_KEYED,BIOMETRIC_FAIL,MID-83E7B1A01ACA,NONE,False,INSTALLMENT_PLAN,False,4170,E_COMMERCE,0100-AuthReq,9.57,1.07,203469.76,"(40, 349)",75,18,0.944,0.848,176,0.134,0,35,3.324,0.352,4.65,BRANCH_COUNTER,0,199.7.177.26,0.1972,40.0,349.0,0.11428571428571428,0,low,2025-03-07 09:16:14,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,low,medium,medium,gt_20,very_low,high,3023.0567644276252,extreme,0.15704325279956685,below_half_max,0,0,0,0,0,0,0,0,0,0,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
191853.82,CNY,2025-03-07 09:16:24,WEB_BROWSER,BR,4534,False,"{'ip': '41.224.121.225', 'score': 0.5791}",DEV-D52CD47AD2CC4115,CHIP,BIOMETRIC_FAIL,MID-656CC5295F0E,ONLINE_PIN,False,MOTO_PHONE,False,3650,E_COMMERCE,0500-Advice,7.61,1.12,158890.83,"(43, 403)",7,23,0.294,0.825,102,0.056,0,12,3.462,1.716,3.83,KIOSK,0,41.224.121.225,0.5791,43.0,403.0,0.10643564356435643,0,high,2025-03-07 09:16:24,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,high,low,very_high,gt_20,very_low,high,22282.673635307783,extreme,1.2074492439290303,above_max,0,0,0,0,0,0,0,1,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,1
172436.07,USD,2025-03-07 09:20:23,POS_TERMINAL,ZA,5152,False,"{'ip': '25.224.180.204', 'score': 0.4648}",DEV-FF0AD232A2784535,CONTACTLESS,BIOMETRIC_PASS,MID-03823A58C3C0,ONLINE_PIN,False,MOTO_MAIL,False,1059,CRYPTOGRAM_PRESENT,0200-FinReq,14.67,2.68,236247.72,"(87, 128)",119,21,0.855,0.713,126,0.227,0,4,2.92,0.555,4.663,MOBILE_APP,0,25.224.180.204,0.4648,87.0,128.0,0.6744186046511628,0,medium,2025-03-07 09:20:23,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,medium,medium,gt_20,medium,high,11004.216336949587,extreme,0.729892081531701,near_max,0,0,1,0,0,0,0,0,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
143689.66,EUR,2025-03-07 09:21:59,ATM,CN,5061,True,"{'ip': '19.7.58.131', 'score': 0.1319}",DEV-FEB88D93D9704C54,QR_CODE,3DS_FAIL,MID-20C13027F030,NONE,True,RECURRING_SUBSCRIPTION,False,4068,FALLBACK_MAG,0420-RepeatRev,6.37,1.35,131434.84,"(70, 390)",50,20,0.364,0.936,43,0.218,3,33,1.257,1.772,0.695,POS_TERMINAL,0,19.7.58.131,0.1319,70.0,390.0,0.17902813299232737,0,low,2025-03-07 09:21:59,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,low,medium,very_high,gt_20,very_low,high,19496.56173677069,extreme,1.093230430908343,above_max,0,0,0,0,0,0,0,0,0,0,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
1162.01,USD,2025-03-07 09:22:14,SMART_WATCH,GB,3180,False,"{'ip': '168.73.137.14', 'score': 0.136}",DEV-058BDAA455984D1F,CONTACTLESS,BIOMETRIC_FAIL,MID-4DD231D88250,OFFLINE_PIN,False,MOTO_MAIL,True,4307,FORCE_POST,0510-AdviceRsp,5.78,2.41,75553.64,"(53, 149)",19,3,0.968,0.779,46,0.177,0,3,1.615,0.796,2.441,MOBILE_APP,0,168.73.137.14,0.136,53.0,149.0,0.35333333333333333,0,low,2025-03-07 09:22:14,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,low,medium,high,gt_20,low,high,171.38790560471975,extreme,0.015379730483792922,below_half_max,0,0,0,0,1,0,0,0,0,1,1,0,not_night,0,0,0,0,0,0,0,0,0,1,0
91700.07,CNY,2025-03-07 09:22:58,MOBILE_APP,ID,3074,False,"{'ip': '245.150.254.159', 'score': 0.3288}",DEV-503DF807C0364992,TOKEN_IN_APP,CVV_PASS,MID-5D577ECBD5CE,ONLINE_PIN,True,SINGLE_PURCHASE,False,2045,CRYPTOGRAM_PRESENT,0210-FinRsp,6.45,5.91,42306.78,"(84, 146)",71,18,0.245,0.961,65,0.113,0,26,1.434,1.347,1.979,CALL_CENTER,0,245.150.254.159,0.3288,84.0,146.0,0.5714285714285714,0,medium,2025-03-07 09:22:58,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,medium,very_high,gt_20,medium,high,12308.734228187921,extreme,2.167451707463734,much_above_max,0,0,0,0,0,0,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
100465.09,INR,2025-03-07 09:23:31,MOBILE_APP,ZA,4676,False,"{'ip': '8.188.186.134', 'score': 0.2214}",DEV-2BDD13FB830447F1,TOKEN_IN_APP,AVS_FAIL,MID-310943C9DF80,OFFLINE_PIN,True,MOTO_PHONE,False,2070,MOBILE_TOKEN,0420-RepeatRev,5.05,1.21,152874.32,"(86, 260)",96,24,0.528,0.621,15,0.152,0,27,3.622,0.642,4.367,CALL_CENTER,0,8.188.186.134,0.2214,86.0,260.0,0.32950191570881227,0,medium,2025-03-07 09:23:31,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,medium,high,gt_20,low,high,16605.8,extreme,0.6571701043700185,near_max,0,0,0,0,0,0,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
39341.61,EUR,2025-03-07 09:23:43,IVR_PHONE,US,7815,True,"{'ip': '49.51.134.1', 'score': 0.1199}",DEV-3903695D5E734EC8,CONTACTLESS,3DS_PASS,MID-9D7041036416,NONE,False,MOTO_MAIL,False,3897,CARD_PRESENT,0400-Reversal,6.2,2.27,57788.49,"(47, 48)",81,16,0.526,0.182,121,0.232,0,16,3.187,0.091,0.328,POS_TERMINAL,0,49.51.134.1,0.1199,47.0,48.0,0.9591836734693877,0,low,2025-03-07 09:23:43,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,low,medium,low,gt_20,high,low,5464.1125,extreme,0.6807744799270594,near_max,0,0,0,1,0,0,0,0,0,0,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
39638.59,EUR,2025-03-07 09:24:08,POS_TERMINAL,VN,4391,False,"{'ip': '4.215.243.200', 'score': 0.2349}",DEV-B81C74CE8D9B4F5E,MANUAL_KEYED,3DS_FAIL,MID-9C131F2E1FDE,OFFLINE_PIN,False,RECURRING_SUBSCRIPTION,False,3013,MOBILE_TOKEN,0510-AdviceRsp,8.86,1.63,228300.36,"(50, 405)",120,19,0.809,0.89,17,0.258,0,20,1.536,0.442,2.709,ONLINE_PORTAL,0,4.215.243.200,0.2349,50.0,405.0,0.12315270935960591,0,medium,2025-03-07 09:24:08,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,medium,medium,gt_20,very_low,high,4020.1409736308315,extreme,0.17362397665962218,below_half_max,0,0,1,0,0,0,0,0,0,1,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
58625.65,USD,2025-03-07 09:26:19,API_SERVER,BR,4172,True,"{'ip': '210.183.102.218', 'score': 0.2206}",DEV-015F9FDBEBC64F10,CHIP,AVS_FAIL,MID-1B354A8FC7AE,NONE,True,SINGLE_PURCHASE,False,368,FALLBACK_MAG,0420-RepeatRev,7.42,1.61,209250.26,"(83, 363)",60,17,0.606,0.534,99,0.134,0,17,3.933,0.887,4.007,ONLINE_PORTAL,0,210.183.102.218,0.2206,83.0,363.0,0.22802197802197802,0,medium,2025-03-07 09:26:19,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,medium,high,gt_20,low,medium,6962.666270783849,extreme,0.2801686833331374,below_half_max,0,0,0,0,0,0,0,0,0,0,0,1,not_night,0,0,0,0,0,0,0,0,0,0,0
86499.46,USD,2025-03-07 09:26:32,ATM,CN,4197,False,"{'ip': '94.118.43.237', 'score': 0.5791}",DEV-244AEDFB24294213,MANUAL_KEYED,3DS_FAIL,MID-047BDF81AC7C,ONLINE_PIN,False,INSTALLMENT_PLAN,True,1300,CRYPTOGRAM_PRESENT,0100-AuthReq,10.03,1.29,1401.86,"(40, 75)",91,22,0.282,0.76,81,0.21,0,35,0.263,0.345,0.356,POS_TERMINAL,0,94.118.43.237,0.5791,40.0,75.0,0.5263157894736842,0,high,2025-03-07 09:26:32,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,high,medium,medium,gt_20,medium,high,7842.199456029013,extreme,61.65936729253098,extreme,1,0,0,1,0,0,0,1,0,1,1,0,not_night,0,0,0,0,0,0,1,1,0,0,1
126365.54,USD,2025-03-07 09:27:59,POS_TERMINAL,CA,3091,False,"{'ip': '194.235.175.122', 'score': 0.2237}",DEV-1F13E0D1FA1B4F62,CHIP,BIOMETRIC_PASS,MID-B97ABD36E9BD,ONLINE_PIN,True,SINGLE_PURCHASE,True,1288,MOBILE_TOKEN,0510-AdviceRsp,5.47,1.5,248190.19,"(90, 352)",26,2,0.746,0.189,165,0.205,0,15,2.851,1.118,3.356,WEARABLE_PAY,0,194.235.175.122,0.2237,90.0,352.0,0.254957507082153,0,medium,2025-03-07 09:27:59,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,medium,medium,very_high,gt_20,low,low,19530.99536321484,extreme,0.509145953166186,near_max,0,0,1,0,1,0,0,0,0,1,1,1,not_night,0,0,0,0,0,0,0,0,0,1,0
133212.02,EUR,2025-03-07 09:31:13,IVR_PHONE,PH,3003,False,"{'ip': '156.100.125.67', 'score': 0.046}",DEV-CB7DADD0FB84470B,QR_CODE,AVS_FAIL,MID-2D1A210459B5,NONE,True,RECURRING_SUBSCRIPTION,True,1154,CARD_PRESENT,0420-RepeatRev,13.44,1.03,60801.47,"(13, 484)",72,6,0.652,0.504,102,0.171,0,29,1.796,0.76,1.846,POS_TERMINAL,0,156.100.125.67,0.046,13.0,484.0,0.026804123711340205,0,low,2025-03-07 09:31:13,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,low,medium,high,11_20,very_low,medium,9225.209141274237,extreme,2.1908981658146454,much_above_max,0,0,0,0,0,0,0,0,0,1,1,1,not_night,0,0,0,0,0,0,0,0,0,0,0
43151.05,USD,2025-03-07 09:31:45,WEB_BROWSER,CA,4050,False,"{'ip': '21.3.23.121', 'score': 0.1214}",DEV-1FE0E7EF9A424978,TOKEN_IN_APP,AVS_FAIL,MID-0C069D38E170,SIGNATURE,True,MOTO_MAIL,False,3619,FALLBACK_MAG,0420-RepeatRev,7.2,1.53,203229.27,"(4, 360)",48,21,0.308,0.562,94,0.09,0,40,0.262,1.58,1.19,MOBILE_APP,0,21.3.23.121,0.1214,4.0,360.0,0.0110803324099723,0,low,2025-03-07 09:31:45,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,low,low,very_high,2_5,very_low,medium,5262.323170731708,extreme,0.21232590007384236,below_half_max,1,0,0,0,0,1,0,0,0,1,0,1,not_night,0,0,0,0,0,0,0,1,0,0,0
142843.68,USD,2025-03-07 09:34:27,API_SERVER,IN,5463,True,"{'ip': '133.202.160.82', 'score': 0.0941}",DEV-6731CC2FE7EA4023,CONTACTLESS,CVV_FAIL,MID-108B1A30A969,ONLINE_PIN,False,MOTO_PHONE,False,449,CARD_PRESENT,0500-Advice,8.3,1.29,18053.03,"(3, 18)",2,18,0.964,0.67,115,0.168,0,13,1.72,0.916,0.926,ONLINE_PORTAL,0,133.202.160.82,0.0941,3.0,18.0,0.15789473684210525,0,low,2025-03-07 09:34:27,9,4,Friday,0,0,3,7,2025,morning,0.0,0,0,0,0,0,low,medium,very_high,2_5,very_low,high,15359.535483870966,extreme,7.912010780972448,extreme,0,0,0,0,0,0,0,0,0,0,0,0,not_night,0,0,0,0,0,0,0,0,0,0,0
