rule,support,support_rate,fraud_count,fraud_rate,global_fraud_rate,fraud_rate_diff,lift,order,strength,business_interpretation
low_mcc_entropy_flag AND card_not_present_flag AND tokenised_flag,2119,0.03027142857142857,188,0.08872109485606418,0.025471428571428572,0.0632496662846356,3.4831613235695413,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND tokenised_flag AND low_mcc_entropy_x_card_not_present,2119,0.03027142857142857,188,0.08872109485606418,0.025471428571428572,0.0632496662846356,3.4831613235695413,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
card_not_present_flag AND tokenised_flag AND low_mcc_entropy_x_card_not_present,2119,0.03027142857142857,188,0.08872109485606418,0.025471428571428572,0.0632496662846356,3.4831613235695413,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
night_transaction_flag AND low_mcc_entropy_x_card_not_present,1496,0.021371428571428572,132,0.08823529411764706,0.025471428571428572,0.06276386554621849,3.4640889446075684,2,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND night_transaction_flag AND card_not_present_flag,1496,0.021371428571428572,132,0.08823529411764706,0.025471428571428572,0.06276386554621849,3.4640889446075684,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND night_transaction_flag AND low_mcc_entropy_x_card_not_present,1496,0.021371428571428572,132,0.08823529411764706,0.025471428571428572,0.06276386554621849,3.4640889446075684,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
night_transaction_flag AND card_not_present_flag AND low_mcc_entropy_x_card_not_present,1496,0.021371428571428572,132,0.08823529411764706,0.025471428571428572,0.06276386554621849,3.4640889446075684,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND high_ip_score_x_card_not_present,454,0.006485714285714286,40,0.0881057268722467,0.025471428571428572,0.06263429830081813,3.459002176700656,2,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND low_mcc_entropy_x_card_not_present,454,0.006485714285714286,40,0.0881057268722467,0.025471428571428572,0.06263429830081813,3.459002176700656,2,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_x_card_not_present AND high_ip_score_x_card_not_present,454,0.006485714285714286,40,0.0881057268722467,0.025471428571428572,0.06263429830081813,3.459002176700656,2,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND high_ip_score_flag AND card_not_present_flag,454,0.006485714285714286,40,0.0881057268722467,0.025471428571428572,0.06263429830081813,3.459002176700656,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND high_ip_score_flag AND low_mcc_entropy_x_card_not_present,454,0.006485714285714286,40,0.0881057268722467,0.025471428571428572,0.06263429830081813,3.459002176700656,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND high_ip_score_flag AND high_ip_score_x_card_not_present,454,0.006485714285714286,40,0.0881057268722467,0.025471428571428572,0.06263429830081813,3.459002176700656,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND card_not_present_flag AND high_ip_score_x_card_not_present,454,0.006485714285714286,40,0.0881057268722467,0.025471428571428572,0.06263429830081813,3.459002176700656,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND low_mcc_entropy_x_card_not_present AND high_ip_score_x_card_not_present,454,0.006485714285714286,40,0.0881057268722467,0.025471428571428572,0.06263429830081813,3.459002176700656,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND card_not_present_flag AND low_mcc_entropy_x_card_not_present,454,0.006485714285714286,40,0.0881057268722467,0.025471428571428572,0.06263429830081813,3.459002176700656,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND low_mcc_entropy_x_card_not_present AND high_ip_score_x_card_not_present,454,0.006485714285714286,40,0.0881057268722467,0.025471428571428572,0.06263429830081813,3.459002176700656,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
card_not_present_flag AND low_mcc_entropy_x_card_not_present AND high_ip_score_x_card_not_present,454,0.006485714285714286,40,0.0881057268722467,0.025471428571428572,0.06263429830081813,3.459002176700656,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND high_ip_score_flag,723,0.010328571428571428,61,0.08437067773167359,0.025471428571428572,0.05889924916024501,3.312365362432502,2,STRONG,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
low_mcc_entropy_flag AND tokenised_flag,3212,0.04588571428571429,270,0.08405977584059776,0.025471428571428572,0.058588347269169186,3.300159455323524,2,STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_spending_trend_flag AND high_ip_score_x_card_not_present,464,0.006628571428571429,37,0.07974137931034483,0.025471428571428572,0.05426995073891626,3.1306206122962075,2,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_spending_trend_flag AND high_ip_score_flag AND card_not_present_flag,464,0.006628571428571429,37,0.07974137931034483,0.025471428571428572,0.05426995073891626,3.1306206122962075,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_spending_trend_flag AND high_ip_score_flag AND high_ip_score_x_card_not_present,464,0.006628571428571429,37,0.07974137931034483,0.025471428571428572,0.05426995073891626,3.1306206122962075,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_spending_trend_flag AND card_not_present_flag AND high_ip_score_x_card_not_present,464,0.006628571428571429,37,0.07974137931034483,0.025471428571428572,0.05426995073891626,3.1306206122962075,3,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND card_not_present_flag,4575,0.06535714285714286,357,0.0780327868852459,0.025471428571428572,0.05256135831381732,3.0635418294824523,2,STRONG,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND night_transaction_flag AND tokenised_flag,1245,0.017785714285714287,96,0.07710843373493977,0.025471428571428572,0.05163700516351119,3.027252025488381,3,STRONG,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_night_ratio_flag AND night_transaction_flag AND card_not_present_flag,1570,0.02242857142857143,118,0.0751592356687898,0.025471428571428572,0.04968780709736123,2.9507271434746416,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND card_not_present_flag AND tokenised_flag,2062,0.02945714285714286,153,0.07419980601357905,0.025471428571428572,0.04872837744215047,2.913060247308207,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND night_transaction_flag AND tokenised_flag,1055,0.01507142857142857,78,0.07393364928909953,0.025471428571428572,0.04846222071767095,2.9026110208844456,3,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_country_diversity_flag AND night_transaction_flag AND card_not_present_flag,1868,0.026685714285714285,138,0.07387580299785867,0.025471428571428572,0.0484043744264301,2.9003399943074073,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND high_ip_score_x_card_not_present,467,0.006671428571428571,34,0.0728051391862955,0.025471428571428572,0.04733371061486692,2.85830608134643,2,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND high_ip_score_flag AND card_not_present_flag,467,0.006671428571428571,34,0.0728051391862955,0.025471428571428572,0.04733371061486692,2.85830608134643,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND high_ip_score_flag AND high_ip_score_x_card_not_present,467,0.006671428571428571,34,0.0728051391862955,0.025471428571428572,0.04733371061486692,2.85830608134643,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND card_not_present_flag AND high_ip_score_x_card_not_present,467,0.006671428571428571,34,0.0728051391862955,0.025471428571428572,0.04733371061486692,2.85830608134643,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND tokenised_flag,3164,0.0452,230,0.07269279393173199,0.025471428571428572,0.04722136536030341,2.8538954431975543,2,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_country_diversity_flag AND night_transaction_flag,2860,0.040857142857142856,204,0.07132867132867132,0.025471428571428572,0.04585724275724275,2.800340433542901,2,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_night_ratio_flag AND night_transaction_flag,2401,0.0343,171,0.07122032486463974,0.025471428571428572,0.04574889629321116,2.796086786609524,2,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_spending_trend_flag AND high_ip_score_flag,708,0.010114285714285715,50,0.07062146892655367,0.025471428571428572,0.0451500403551251,2.772575897284777,2,MEDIUM,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
low_mcc_entropy_flag AND cross_border_flag,1398,0.01997142857142857,98,0.07010014306151645,0.025471428571428572,0.04462871449008787,2.7521088134078244,2,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
low_spending_trend_flag AND card_not_present_flag AND tokenised_flag,2076,0.029657142857142858,144,0.06936416184971098,0.025471428571428572,0.0438927332782824,2.7232144304429435,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_spending_trend_flag AND night_transaction_flag,2409,0.03441428571428572,166,0.06890826068908261,0.025471428571428572,0.043436832117654034,2.70531589917879,2,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
cross_border_flag AND low_mcc_entropy_x_card_not_present,916,0.013085714285714286,63,0.06877729257641921,0.025471428571428572,0.04330586400499063,2.7001741336788245,2,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND card_not_present_flag AND cross_border_flag,916,0.013085714285714286,63,0.06877729257641921,0.025471428571428572,0.04330586400499063,2.7001741336788245,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND cross_border_flag AND low_mcc_entropy_x_card_not_present,916,0.013085714285714286,63,0.06877729257641921,0.025471428571428572,0.04330586400499063,2.7001741336788245,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
card_not_present_flag AND cross_border_flag AND low_mcc_entropy_x_card_not_present,916,0.013085714285714286,63,0.06877729257641921,0.025471428571428572,0.04330586400499063,2.7001741336788245,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
cross_border_flag AND tokenised_flag AND low_mcc_entropy_x_card_not_present,410,0.005857142857142857,28,0.06829268292682927,0.025471428571428572,0.0428212543554007,2.6811485164767523,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_spending_trend_flag AND night_transaction_flag AND tokenised_flag,1099,0.0157,75,0.06824385805277525,0.025471428571428572,0.04277242948134667,2.6792316678038515,3,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_spending_trend_flag AND tokenised_flag,3176,0.04537142857142857,215,0.06769521410579345,0.025471428571428572,0.04222378553436487,2.657692084916176,2,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_spending_trend_flag AND card_not_present_flag,4549,0.06498571428571429,307,0.06748735985930975,0.025471428571428572,0.04201593128788117,2.6495317948130577,2,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND night_transaction_flag,2307,0.03295714285714286,152,0.0658864325964456,0.025471428571428572,0.04041500402501702,2.586679911245761,2,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_spending_trend_flag AND night_transaction_flag AND card_not_present_flag,1534,0.021914285714285716,101,0.06584093872229466,0.025471428571428572,0.04036951015086608,2.5848938365454996,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND high_ip_score_flag,723,0.010328571428571428,47,0.06500691562932227,0.025471428571428572,0.0395354870578937,2.552150361218485,2,MEDIUM,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
low_country_diversity_flag AND card_not_present_flag AND tokenised_flag,2429,0.0347,156,0.06422396047756278,0.025471428571428572,0.0387525319061342,2.5214117966513707,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND tokenised_flag,3769,0.053842857142857144,241,0.06394269036879809,0.025471428571428572,0.03847126179736951,2.5103692236768738,2,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_night_ratio_flag AND cross_border_flag AND tokenised_flag,579,0.008271428571428572,37,0.06390328151986183,0.025471428571428572,0.03843185294843325,2.508822045087116,3,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
low_country_diversity_flag AND high_ip_score_flag AND tokenised_flag,407,0.0058142857142857145,26,0.06388206388206388,0.025471428571428572,0.03841063531063531,2.5079890475291484,3,MEDIUM,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
low_country_diversity_flag AND card_not_present_flag,5518,0.07882857142857143,349,0.06324755346139906,0.025471428571428572,0.03777612488997048,2.483078374816564,2,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND night_transaction_flag AND card_not_present_flag,1508,0.02154285714285714,95,0.0629973474801061,0.025471428571428572,0.03752591890867753,2.473255369381619,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND card_not_present_flag,4588,0.06554285714285714,289,0.06299040976460331,0.025471428571428572,0.03751898119317473,2.47298299692778,2,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_spending_trend_flag AND cross_border_flag AND tokenised_flag,622,0.008885714285714285,39,0.06270096463022508,0.025471428571428572,0.0372295360587965,2.4616194751069855,3,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
low_mcc_entropy_flag AND cross_border_flag AND tokenised_flag,614,0.00877142857142857,38,0.06188925081433225,0.025471428571428572,0.03641782224290367,2.4297518547410304,3,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
low_night_ratio_flag AND card_not_present_flag AND cross_border_flag,849,0.012128571428571428,52,0.061248527679623084,0.025471428571428572,0.035777099108194516,2.404597272896027,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND night_transaction_flag AND cross_border_flag,458,0.006542857142857143,28,0.0611353711790393,0.025471428571428572,0.03566394260761073,2.4001547854922887,3,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
high_max_amount_30d_flag AND high_ip_score_x_card_not_present,428,0.0061142857142857145,26,0.06074766355140187,0.025471428571428572,0.0352762349799733,2.3849335101503817,2,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND high_ip_score_flag AND card_not_present_flag,428,0.0061142857142857145,26,0.06074766355140187,0.025471428571428572,0.0352762349799733,2.3849335101503817,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND high_ip_score_flag AND high_ip_score_x_card_not_present,428,0.0061142857142857145,26,0.06074766355140187,0.025471428571428572,0.0352762349799733,2.3849335101503817,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND card_not_present_flag AND high_ip_score_x_card_not_present,428,0.0061142857142857145,26,0.06074766355140187,0.025471428571428572,0.0352762349799733,2.3849335101503817,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND card_not_present_flag AND tokenised_flag,2048,0.029257142857142857,124,0.060546875,0.025471428571428572,0.035075446428571425,2.3770506169377454,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND night_transaction_flag AND tokenised_flag,1045,0.014928571428571428,63,0.06028708133971292,0.025471428571428572,0.03481565276828434,2.36685120234431,3,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
high_max_amount_30d_flag AND tokenised_flag,3139,0.04484285714285714,188,0.059891685250079645,0.025471428571428572,0.034420256678651076,2.3513280804854597,2,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_country_diversity_flag AND high_ip_score_x_card_not_present,586,0.008371428571428571,35,0.059726962457337884,0.025471428571428572,0.03425553388590931,2.3448611172258285,2,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND high_ip_score_flag AND card_not_present_flag,586,0.008371428571428571,35,0.059726962457337884,0.025471428571428572,0.03425553388590931,2.3448611172258285,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND high_ip_score_flag AND high_ip_score_x_card_not_present,586,0.008371428571428571,35,0.059726962457337884,0.025471428571428572,0.03425553388590931,2.3448611172258285,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND card_not_present_flag AND high_ip_score_x_card_not_present,586,0.008371428571428571,35,0.059726962457337884,0.025471428571428572,0.03425553388590931,2.3448611172258285,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND cross_border_flag,1342,0.019171428571428572,79,0.05886736214605067,0.025471428571428572,0.0333959335746221,2.3111134886279006,2,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
low_country_diversity_flag AND high_ip_score_flag,895,0.012785714285714286,51,0.05698324022346369,0.025471428571428572,0.03151181165203512,2.2371434748415355,2,MEDIUM,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
card_not_present_flag AND tokenised_flag AND cross_border_x_low_country_diversity,486,0.006942857142857143,27,0.05555555555555555,0.025471428571428572,0.03008412698412698,2.1810930391973575,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
tokenised_flag AND cross_border_x_low_country_diversity,743,0.010614285714285715,41,0.05518169582772544,0.025471428571428572,0.029710267256296868,2.166415427897241,2,MEDIUM,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
low_country_diversity_flag AND cross_border_flag AND tokenised_flag,743,0.010614285714285715,41,0.05518169582772544,0.025471428571428572,0.029710267256296868,2.166415427897241,3,MEDIUM,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
low_country_diversity_flag AND tokenised_flag AND cross_border_x_low_country_diversity,743,0.010614285714285715,41,0.05518169582772544,0.025471428571428572,0.029710267256296868,2.166415427897241,3,MEDIUM,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
cross_border_flag AND tokenised_flag AND cross_border_x_low_country_diversity,743,0.010614285714285715,41,0.05518169582772544,0.025471428571428572,0.029710267256296868,2.166415427897241,3,MEDIUM,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
high_max_amount_30d_flag AND high_ip_score_flag,680,0.009714285714285713,37,0.054411764705882354,0.025471428571428572,0.028940336134453782,2.1361881825080005,2,MEDIUM,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
low_night_ratio_flag AND high_decline_rate_flag AND card_not_present_flag,466,0.006657142857142857,25,0.0536480686695279,0.025471428571428572,0.028176640098099327,2.106205724546805,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND high_device_diversity_flag,862,0.012314285714285715,46,0.05336426914153132,0.025471428571428572,0.02789284057010275,2.09506384739607,2,MEDIUM,User có nhiều thiết bị trong thời gian gần. Có thể là dấu hiệu account sharing hoặc account takeover.
high_max_amount_30d_flag AND card_not_present_flag AND cross_border_flag,896,0.0128,47,0.052455357142857144,0.025471428571428572,0.026983928571428572,2.059380257992148,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_spending_trend_flag AND card_not_present_flag AND cross_border_flag,935,0.013357142857142857,49,0.052406417112299465,0.025471428571428572,0.026934988540870893,2.057458888312374,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND cross_border_flag,1396,0.019942857142857144,73,0.052292263610315186,0.025471428571428572,0.026820835038886614,2.0529772589579713,2,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
low_night_ratio_flag AND high_decline_rate_flag,727,0.010385714285714286,38,0.052269601100412656,0.025471428571428572,0.026798172528984084,2.052087536191187,2,MEDIUM,User có tỷ lệ giao dịch bị từ chối cao. Đây là tín hiệu lịch sử rủi ro cần khai thác.
low_spending_trend_flag AND cross_border_flag,1410,0.020142857142857143,73,0.05177304964539007,0.025471428571428572,0.026301621073961497,2.032593087592431,2,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
high_device_diversity_flag AND low_mcc_entropy_x_card_not_present,586,0.008371428571428571,30,0.051194539249146756,0.025471428571428572,0.025723110677718184,2.0098809576221384,2,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND high_device_diversity_flag AND card_not_present_flag,586,0.008371428571428571,30,0.051194539249146756,0.025471428571428572,0.025723110677718184,2.0098809576221384,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
