feature,bin,count,fraud_count,fraud_rate,global_fraud_rate,fraud_rate_diff,lift,min_value,max_value,mean_value
amount_to_mean_30d,"(2335.611, 4615.23]",7000,189,0.027,0.025471428571428572,0.0015285714285714277,1.0600112170499159,2335.735251798561,4614.97341211226,3479.0674547470658
amount_to_mean_30d,"(-inf, 2335.611]",7000,180,0.025714285714285714,0.025471428571428572,0.00024285714285714188,1.0095344924284912,0.15871254162042175,2334.496031746032,1168.8769919934814
amount_to_mean_30d,"(20368.112, 24302.374]",7000,180,0.025714285714285714,0.025471428571428572,0.00024285714285714188,1.0095344924284912,20368.25,24302.366295264623,22255.93263306384
amount_to_mean_30d,"(17198.579, 20368.112]",7000,171,0.024428571428571428,0.025471428571428572,-0.001042857142857144,0.9590577678070668,17199.212365591397,20368.07805907173,18748.788833236173
amount_to_mean_30d,"(6963.322, 9357.753]",7000,169,0.024142857142857143,0.025471428571428572,-0.001328571428571429,0.9478407178911946,6963.590303030303,9357.683409436835,8152.309308371545
amount_to_mean_30d,"(14369.686, 17198.579]",7000,155,0.02214285714285714,0.025471428571428572,-0.0033285714285714307,0.8693213684800897,14369.950513538748,17198.30727762803,15770.807214125964
amount_to_mean_30d,"(24302.374, inf]",7000,147,0.021,0.025471428571428572,-0.004471428571428571,0.8244531688166012,24302.439749608766,33202.02491694353,27368.424093301568
amount_to_max_30d,"(0.16, 0.317]",7000,260,0.037142857142857144,0.025471428571428572,0.011671428571428572,1.4582164890633764,0.16005516252123494,0.31696595881790696,0.2385902538346345
amount_to_max_30d,"(-inf, 0.16]",7000,255,0.03642857142857143,0.025471428571428572,0.010957142857142856,1.430173864273696,4.10821813815275e-05,0.16004743565988402,0.08052835152543096
amount_to_max_30d,"(0.482, 0.642]",7000,252,0.036,0.025471428571428572,0.010528571428571425,1.4133482893998877,0.481698623481613,0.6419642918027116,0.5614069435084152
amount_to_max_30d,"(0.642, 0.804]",7000,250,0.03571428571428571,0.025471428571428572,0.01024285714285714,1.4021312394840155,0.641972737062401,0.8037349129692013,0.7222286825800717
amount_to_max_30d,"(0.317, 0.482]",7000,236,0.03371428571428572,0.025471428571428572,0.008242857142857146,1.323611890072911,0.3169745901534976,0.4816687930069948,0.3997305773814959
amount_to_max_30d,"(0.804, 1.007]",7000,221,0.03157142857142857,0.025471428571428572,0.006099999999999998,1.2394840157038698,0.8037730624638669,1.0068134320926958,0.897245351161865
amount_to_max_30d,"(1.007, 1.345]",7000,117,0.016714285714285713,0.025471428571428572,-0.00875714285714286,0.6561974200785192,1.0068205682406643,1.345400657949859,1.16067243137457
amount_to_max_30d,"(1.345, 2.0]",7000,84,0.012,0.025471428571428572,-0.013471428571428572,0.4711160964666293,1.345427708627091,2.0003470287388345,1.6281676548263084
amount_to_max_30d,"(2.0, 4.014]",7000,62,0.008857142857142857,0.025471428571428572,-0.016614285714285713,0.3477285473920359,2.000374329149391,4.013924186845188,2.7738454501032073
amount_to_max_30d,"(4.014, inf]",7000,46,0.006571428571428572,0.025471428571428572,-0.0189,0.2579921480650589,4.014433250922042,2929.653846153846,25.854603787228296
night_unusual_score,"(0.705, inf]",6991,381,0.054498641109998566,0.025471428571428572,0.029027212538569994,2.139598921873191,0.706,1.0,0.8518113288513803
night_unusual_score,"(-inf, 0.103]",49013,1187,0.02421806459510742,0.025471428571428572,-0.0012533639763211528,0.9507933380019739,0.0,0.10299999999999998,0.002491135004998674
night_unusual_score,"(0.404, 0.705]",7007,157,0.02240616526330812,0.025471428571428572,-0.0030652633081204514,0.8796587596363256,0.405,0.7050000000000001,0.5560639360639361
night_unusual_score,"(0.103, 0.404]",6989,58,0.008298755186721992,0.025471428571428572,-0.01717267338470658,0.3258064290917215,0.10399999999999998,0.404,0.25453584203748747
